province,metric,value,unit
Jilin,E12_13_Slaughtered_Hogs,1908.4,10000_heads
Liaoning,E12_13_Slaughtered_Hogs,2788.3,10000_heads
Ningxia,E12_13_Slaughtered_Hogs,109.9,10000_heads
Qinghai,E12_13_Slaughtered_Hogs,50,10000_heads
Shaanxi,E12_13_Slaughtered_Hogs,1203.5,10000_heads
Shandong,E12_13_Slaughtered_Hogs,4333.6,10000_heads
Shanghai,E12_13_Slaughtered_Hogs,124.8,10000_heads
Shanxi,E12_13_Slaughtered_Hogs,1385.2,10000_heads
Sichuan,E12_13_Slaughtered_Hogs,6149.6,10000_heads
Tianjin,E12_13_Slaughtered_Hogs,197.9,10000_heads
Tibet,E12_13_Slaughtered_Hogs,27.7,10000_heads
Xinjiang,E12_13_Slaughtered_Hogs,833.5,10000_heads
Yunnan,E12_13_Slaughtered_Hogs,4266.1,10000_heads
Zhejiang,E12_13_Slaughtered_Hogs,949.9,10000_heads
Anhui,E12_14_Output_of_Meat,487.7,10000_tons
Beijing,E12_14_Output_of_Meat,3.6,10000_tons
Chongqing,E12_14_Output_of_Meat,208.2,10000_tons
Fujian,E12_14_Output_of_Meat,312.2,10000_tons
Gansu,E12_14_Output_of_Meat,171.1,10000_tons
Guangdong,E12_14_Output_of_Meat,512.4,10000_tons
Guangxi,E12_14_Output_of_Meat,482.6,10000_tons
Guizhou,E12_14_Output_of_Meat,247.1,10000_tons
Hainan,E12_14_Output_of_Meat,72.8,10000_tons
Hebei,E12_14_Output_of_Meat,483.5,10000_tons
Heilongjiang,E12_14_Output_of_Meat,324.9,10000_tons
Henan,E12_14_Output_of_Meat,694.2,10000_tons
Hubei,E12_14_Output_of_Meat,453.6,10000_tons
Hunan,E12_14_Output_of_Meat,577.2,10000_tons
Inner Mongolia,E12_14_Output_of_Meat,307.5,10000_tons
Jiangsu,E12_14_Output_of_Meat,336.7,10000_tons
Jiangxi,E12_14_Output_of_Meat,365.7,10000_tons
Jilin,E12_14_Output_of_Meat,314.1,10000_tons
Liaoning,E12_14_Output_of_Meat,497.8,10000_tons
Ningxia,E12_14_Output_of_Meat,46,10000_tons
Qinghai,E12_14_Output_of_Meat,40.7,10000_tons
Shaanxi,E12_14_Output_of_Meat,130.1,10000_tons
Shandong,E12_14_Output_of_Meat,933.5,10000_tons
Shanghai,E12_14_Output_of_Meat,12.2,10000_tons
Shanxi,E12_14_Output_of_Meat,170.2,10000_tons
Sichuan,E12_14_Output_of_Meat,671.9,10000_tons
Tianjin,E12_14_Output_of_Meat,32.4,10000_tons
Tibet,E12_14_Output_of_Meat,33.1,10000_tons
Xinjiang,E12_14_Output_of_Meat,226.6,10000_tons
Yunnan,E12_14_Output_of_Meat,507.1,10000_tons
Zhejiang,E12_14_Output_of_Meat,123.3,10000_tons
Anhui,E12_14_Poultry_Eggs,212.9,10000_tons
Beijing,E12_14_Poultry_Eggs,9.6,10000_tons
Chongqing,E12_14_Poultry_Eggs,53.7,10000_tons
Fujian,E12_14_Poultry_Eggs,75,10000_tons
Gansu,E12_14_Poultry_Eggs,29.6,10000_tons
Guangdong,E12_14_Poultry_Eggs,51.2,10000_tons
Guangxi,E12_14_Poultry_Eggs,40.8,10000_tons
Guizhou,E12_14_Poultry_Eggs,52.8,10000_tons
Hainan,E12_14_Poultry_Eggs,9,10000_tons
Hebei,E12_14_Poultry_Eggs,425.6,10000_tons
Heilongjiang,E12_14_Poultry_Eggs,110.4,10000_tons
Henan,E12_14_Poultry_Eggs,418.2,10000_tons
Hubei,E12_14_Poultry_Eggs,251.6,10000_tons
Hunan,E12_14_Poultry_Eggs,125.2,10000_tons
Inner Mongolia,E12_14_Poultry_Eggs,64,10000_tons
Jiangsu,E12_14_Poultry_Eggs,196.1,10000_tons
Jiangxi,E12_14_Poultry_Eggs,89.3,10000_tons
Jilin,E12_14_Poultry_Eggs,102.3,10000_tons
Liaoning,E12_14_Poultry_Eggs,284.4,10000_tons
Ningxia,E12_14_Poultry_Eggs,12.2,10000_tons
Qinghai,E12_14_Poultry_Eggs,1.9,10000_tons
Shaanxi,E12_14_Poultry_Eggs,65.5,10000_tons
Shandong,E12_14_Poultry_Eggs,438.2,10000_tons
Shanghai,E12_14_Poultry_Eggs,5.4,10000_tons
Shanxi,E12_14_Poultry_Eggs,132.6,10000_tons
Sichuan,E12_14_Poultry_Eggs,175.5,10000_tons
Tianjin,E12_14_Poultry_Eggs,21.9,10000_tons
Tibet,E12_14_Poultry_Eggs,1.8,10000_tons
Xinjiang,E12_14_Poultry_Eggs,41.4,10000_tons
Yunnan,E12_14_Poultry_Eggs,51.1,10000_tons
Zhejiang,E12_14_Poultry_Eggs,39.4,10000_tons
Anhui,E22_01_Hospitals,1354,counts
Beijing,E22_01_Hospitals,682,counts
Chongqing,E22_01_Hospitals,851,counts
Fujian,E22_01_Hospitals,736,counts
Gansu,E22_01_Hospitals,765,counts
Guangdong,E22_01_Hospitals,1895,counts
Guangxi,E22_01_Hospitals,929,counts
Guizhou,E22_01_Hospitals,1572,counts
Hainan,E22_01_Hospitals,247,counts
Hebei,E22_01_Hospitals,2528,counts
Heilongjiang,E22_01_Hospitals,1278,counts
Henan,E22_01_Hospitals,2472,counts
Hubei,E22_01_Hospitals,1268,counts
Hunan,E22_01_Hospitals,1763,counts
Inner Mongolia,E22_01_Hospitals,861,counts
Jiangsu,E22_01_Hospitals,2246,counts
Jiangxi,E22_01_Hospitals,1098,counts
Jilin,E22_01_Hospitals,873,counts
Liaoning,E22_01_Hospitals,1646,counts
Ningxia,E22_01_Hospitals,219,counts
Qinghai,E22_01_Hospitals,252,counts
Shaanxi,E22_01_Hospitals,1288,counts
Shandong,E22_01_Hospitals,2930,counts
Shanghai,E22_01_Hospitals,492,counts
Shanxi,E22_01_Hospitals,1373,counts
Sichuan,E22_01_Hospitals,2421,counts
Tianjin,E22_01_Hospitals,453,counts
Tibet,E22_01_Hospitals,199,counts
Xinjiang,E22_01_Hospitals,1009,counts
Yunnan,E22_01_Hospitals,1390,counts
Zhejiang,E22_01_Hospitals,1620,counts
Anhui,E22_02_Health_Technical_Personnel,519402,person
Beijing,E22_02_Health_Technical_Personnel,323916,person
Chongqing,E22_02_Health_Technical_Personnel,283496,person
Fujian,E22_02_Health_Technical_Personnel,338204,person
Gansu,E22_02_Health_Technical_Personnel,242391,person
Guangdong,E22_02_Health_Technical_Personnel,1009811,person
Guangxi,E22_02_Health_Technical_Personnel,451530,person
Guizhou,E22_02_Health_Technical_Personnel,365543,person
Hainan,E22_02_Health_Technical_Personnel,89878,person
Hebei,E22_02_Health_Technical_Personnel,698052,person
Heilongjiang,E22_02_Health_Technical_Personnel,277432,person
Henan,E22_02_Health_Technical_Personnel,894642,person
Hubei,E22_02_Health_Technical_Personnel,510766,person
Hunan,E22_02_Health_Technical_Personnel,570880,person
Inner Mongolia,E22_02_Health_Technical_Personnel,249748,person
Jiangsu,E22_02_Health_Technical_Personnel,779773,person
Jiangxi,E22_02_Health_Technical_Personnel,379668,person
Jilin,E22_02_Health_Technical_Personnel,242034,person
Liaoning,E22_02_Health_Technical_Personnel,382578,person
Ningxia,E22_02_Health_Technical_Personnel,67975,person
Qinghai,E22_02_Health_Technical_Personnel,61544,person
Shaanxi,E22_02_Health_Technical_Personnel,398376,person
Shandong,E22_02_Health_Technical_Personnel,985513,person
Shanghai,E22_02_Health_Technical_Personnel,259427,person
Shanxi,E22_02_Health_Technical_Personnel,317760,person
Sichuan,E22_02_Health_Technical_Personnel,764373,person
Tianjin,E22_02_Health_Technical_Personnel,138797,person
Tibet,E22_02_Health_Technical_Personnel,32057,person
Xinjiang,E22_02_Health_Technical_Personnel,250277,person
Yunnan,E22_02_Health_Technical_Personnel,449513,person
Zhejiang,E22_02_Health_Technical_Personnel,684334,person
Anhui,E22_02_Licensed_Physicians,168489,person
Beijing,E22_02_Licensed_Physicians,120033,person
Chongqing,E22_02_Licensed_Physicians,92788,person
Fujian,E22_02_Licensed_Physicians,112787,person
Gansu,E22_02_Licensed_Physicians,73880,person
Guangdong,E22_02_Licensed_Physicians,324307,person
Guangxi,E22_02_Licensed_Physicians,127681,person
Guizhou,E22_02_Licensed_Physicians,108463,person
Hainan,E22_02_Licensed_Physicians,29138,person
Hebei,E22_02_Licensed_Physicians,252030,person
Heilongjiang,E22_02_Licensed_Physicians,93156,person
Henan,E22_02_Licensed_Physicians,278190,person
Hubei,E22_02_Licensed_Physicians,164402,person
Hunan,E22_02_Licensed_Physicians,178308,person
Inner Mongolia,E22_02_Licensed_Physicians,85772,person
Jiangsu,E22_02_Licensed_Physicians,273953,person
Jiangxi,E22_02_Licensed_Physicians,118071,person
Jilin,E22_02_Licensed_Physicians,85544,person
Liaoning,E22_02_Licensed_Physicians,136223,person
Ningxia,E22_02_Licensed_Physicians,22801,person
Qinghai,E22_02_Licensed_Physicians,19973,person
Shaanxi,E22_02_Licensed_Physicians,117899,person
Shandong,E22_02_Licensed_Physicians,327526,person
Shanghai,E22_02_Licensed_Physicians,90692,person
Shanxi,E22_02_Licensed_Physicians,109998,person
Sichuan,E22_02_Licensed_Physicians,244660,person
Tianjin,E22_02_Licensed_Physicians,57038,person
Tibet,E22_02_Licensed_Physicians,11247,person
Xinjiang,E22_02_Licensed_Physicians,71692,person
Yunnan,E22_02_Licensed_Physicians,131626,person
Zhejiang,E22_02_Licensed_Physicians,251666,person
Anhui,E22_07_Beds_Total,449019,bed
Beijing,E22_07_Beds_Total,141072,bed
Chongqing,E22_07_Beds_Total,247919,bed
Fujian,E22_07_Beds_Total,248923,bed
Gansu,E22_07_Beds_Total,207711,bed
Guangdong,E22_07_Beds_Total,644417,bed
Guangxi,E22_07_Beds_Total,377316,bed
Guizhou,E22_07_Beds_Total,324774,bed
Hainan,E22_07_Beds_Total,61538,bed
Hebei,E22_07_Beds_Total,546887,bed
Heilongjiang,E22_07_Beds_Total,273042,bed
Henan,E22_07_Beds_Total,765052,bed
Hubei,E22_07_Beds_Total,475842,bed
Hunan,E22_07_Beds_Total,523215,bed
Inner Mongolia,E22_07_Beds_Total,173559,bed
Jiangsu,E22_07_Beds_Total,604144,bed
Jiangxi,E22_07_Beds_Total,340523,bed
Jilin,E22_07_Beds_Total,177737,bed
Liaoning,E22_07_Beds_Total,337674,bed
Ningxia,E22_07_Beds_Total,44286,bed
Qinghai,E22_07_Beds_Total,47781,bed
Shaanxi,E22_07_Beds_Total,309715,bed
Shandong,E22_07_Beds_Total,760960,bed
Shanghai,E22_07_Beds_Total,186107,bed
Shanxi,E22_07_Beds_Total,229876,bed
Sichuan,E22_07_Beds_Total,714917,bed
Tianjin,E22_07_Beds_Total,73216,bed
Tibet,E22_07_Beds_Total,21488,bed
Xinjiang,E22_07_Beds_Total,202228,bed
Yunnan,E22_07_Beds_Total,374226,bed
Zhejiang,E22_07_Beds_Total,413193,bed
Anhui,E25_05_Total_Annual_Volume_of_Tap_Water_Supply,284271,10000_cu_m
Beijing,E25_05_Total_Annual_Volume_of_Tap_Water_Supply,154605,10000_cu_m
Chongqing,E25_05_Total_Annual_Volume_of_Tap_Water_Supply,189449,10000_cu_m
Fujian,E25_05_Total_Annual_Volume_of_Tap_Water_Supply,212580,10000_cu_m
Gansu,E25_05_Total_Annual_Volume_of_Tap_Water_Supply,61599,10000_cu_m
Guangdong,E25_05_Total_Annual_Volume_of_Tap_Water_Supply,1041010,10000_cu_m
Guangxi,E25_05_Total_Annual_Volume_of_Tap_Water_Supply,209053,10000_cu_m
Guizhou,E25_05_Total_Annual_Volume_of_Tap_Water_Supply,106941,10000_cu_m
Hainan,E25_05_Total_Annual_Volume_of_Tap_Water_Supply,56480,10000_cu_m
Hebei,E25_05_Total_Annual_Volume_of_Tap_Water_Supply,169481,10000_cu_m
Heilongjiang,E25_05_Total_Annual_Volume_of_Tap_Water_Supply,128439,10000_cu_m
Henan,E25_05_Total_Annual_Volume_of_Tap_Water_Supply,255218,10000_cu_m
Hubei,E25_05_Total_Annual_Volume_of_Tap_Water_Supply,352447,10000_cu_m
Hunan,E25_05_Total_Annual_Volume_of_Tap_Water_Supply,252255,10000_cu_m
Inner Mongolia,E25_05_Total_Annual_Volume_of_Tap_Water_Supply,77258,10000_cu_m
Jiangsu,E25_05_Total_Annual_Volume_of_Tap_Water_Supply,661306,10000_cu_m
Jiangxi,E25_05_Total_Annual_Volume_of_Tap_Water_Supply,167313,10000_cu_m
Jilin,E25_05_Total_Annual_Volume_of_Tap_Water_Supply,97021,10000_cu_m
Liaoning,E25_05_Total_Annual_Volume_of_Tap_Water_Supply,280251,10000_cu_m
Ningxia,E25_05_Total_Annual_Volume_of_Tap_Water_Supply,38907,10000_cu_m
Qinghai,E25_05_Total_Annual_Volume_of_Tap_Water_Supply,29615,10000_cu_m
Shaanxi,E25_05_Total_Annual_Volume_of_Tap_Water_Supply,143540,10000_cu_m
Shandong,E25_05_Total_Annual_Volume_of_Tap_Water_Supply,422468,10000_cu_m
Shanghai,E25_05_Total_Annual_Volume_of_Tap_Water_Supply,291579,10000_cu_m
Shanxi,E25_05_Total_Annual_Volume_of_Tap_Water_Supply,99471,10000_cu_m
Sichuan,E25_05_Total_Annual_Volume_of_Tap_Water_Supply,384048,10000_cu_m
Tianjin,E25_05_Total_Annual_Volume_of_Tap_Water_Supply,104268,10000_cu_m
Tibet,E25_05_Total_Annual_Volume_of_Tap_Water_Supply,22140,10000_cu_m
Xinjiang,E25_05_Total_Annual_Volume_of_Tap_Water_Supply,129568,10000_cu_m
Yunnan,E25_05_Total_Annual_Volume_of_Tap_Water_Supply,125444,10000_cu_m
Zhejiang,E25_05_Total_Annual_Volume_of_Tap_Water_Supply,500761,10000_cu_m
Anhui,E25_08_Daily_Disposal_Capacity_of_City_Sewage,882.3,10000_cu_m
Beijing,E25_08_Daily_Disposal_Capacity_of_City_Sewage,751,10000_cu_m
Chongqing,E25_08_Daily_Disposal_Capacity_of_City_Sewage,523.8,10000_cu_m
Fujian,E25_08_Daily_Disposal_Capacity_of_City_Sewage,662.8,10000_cu_m
Gansu,E25_08_Daily_Disposal_Capacity_of_City_Sewage,209.8,10000_cu_m
Guangdong,E25_08_Daily_Disposal_Capacity_of_City_Sewage,3276.1,10000_cu_m
Guangxi,E25_08_Daily_Disposal_Capacity_of_City_Sewage,892.4,10000_cu_m
Guizhou,E25_08_Daily_Disposal_Capacity_of_City_Sewage,430.8,10000_cu_m
Hainan,E25_08_Daily_Disposal_Capacity_of_City_Sewage,162.6,10000_cu_m
Hebei,E25_08_Daily_Disposal_Capacity_of_City_Sewage,807.9,10000_cu_m
Heilongjiang,E25_08_Daily_Disposal_Capacity_of_City_Sewage,511.7,10000_cu_m
Henan,E25_08_Daily_Disposal_Capacity_of_City_Sewage,1133.8,10000_cu_m
Hubei,E25_08_Daily_Disposal_Capacity_of_City_Sewage,1089.6,10000_cu_m
Hunan,E25_08_Daily_Disposal_Capacity_of_City_Sewage,946.9,10000_cu_m
Inner Mongolia,E25_08_Daily_Disposal_Capacity_of_City_Sewage,251.5,10000_cu_m
Jiangsu,E25_08_Daily_Disposal_Capacity_of_City_Sewage,1904.4,10000_cu_m
Jiangxi,E25_08_Daily_Disposal_Capacity_of_City_Sewage,509.1,10000_cu_m
Jilin,E25_08_Daily_Disposal_Capacity_of_City_Sewage,535.2,10000_cu_m
Liaoning,E25_08_Daily_Disposal_Capacity_of_City_Sewage,1146.8,10000_cu_m
Ningxia,E25_08_Daily_Disposal_Capacity_of_City_Sewage,141.7,10000_cu_m
Qinghai,E25_08_Daily_Disposal_Capacity_of_City_Sewage,73.9,10000_cu_m
Shaanxi,E25_08_Daily_Disposal_Capacity_of_City_Sewage,615.6,10000_cu_m
Shandong,E25_08_Daily_Disposal_Capacity_of_City_Sewage,1546.3,10000_cu_m
Shanghai,E25_08_Daily_Disposal_Capacity_of_City_Sewage,1070.8,10000_cu_m
Shanxi,E25_08_Daily_Disposal_Capacity_of_City_Sewage,411.1,10000_cu_m
Sichuan,E25_08_Daily_Disposal_Capacity_of_City_Sewage,1199.9,10000_cu_m
Tianjin,E25_08_Daily_Disposal_Capacity_of_City_Sewage,385.9,10000_cu_m
Tibet,E25_08_Daily_Disposal_Capacity_of_City_Sewage,36.7,10000_cu_m
Xinjiang,E25_08_Daily_Disposal_Capacity_of_City_Sewage,340.6,10000_cu_m
Yunnan,E25_08_Daily_Disposal_Capacity_of_City_Sewage,445.2,10000_cu_m
Zhejiang,E25_08_Daily_Disposal_Capacity_of_City_Sewage,1511.3,10000_cu_m
Anhui,E25_13_Centralized_Treatment_at_Sewage_Treatment_Plants,96.91,percent
Beijing,E25_13_Centralized_Treatment_at_Sewage_Treatment_Plants,NA,percent
Chongqing,E25_13_Centralized_Treatment_at_Sewage_Treatment_Plants,99.39,percent
Fujian,E25_13_Centralized_Treatment_at_Sewage_Treatment_Plants,96.09,percent
Gansu,E25_13_Centralized_Treatment_at_Sewage_Treatment_Plants,99,percent
Guangdong,E25_13_Centralized_Treatment_at_Sewage_Treatment_Plants,97.71,percent
Guangxi,E25_13_Centralized_Treatment_at_Sewage_Treatment_Plants,93.93,percent
Guizhou,E25_13_Centralized_Treatment_at_Sewage_Treatment_Plants,97.74,percent
Hainan,E25_13_Centralized_Treatment_at_Sewage_Treatment_Plants,99.59,percent
Hebei,E25_13_Centralized_Treatment_at_Sewage_Treatment_Plants,98.96,percent
Heilongjiang,E25_13_Centralized_Treatment_at_Sewage_Treatment_Plants,97.56,percent
Henan,E25_13_Centralized_Treatment_at_Sewage_Treatment_Plants,99.68,percent
Hubei,E25_13_Centralized_Treatment_at_Sewage_Treatment_Plants,98.39,percent
Hunan,E25_13_Centralized_Treatment_at_Sewage_Treatment_Plants,97.31,percent
Inner Mongolia,E25_13_Centralized_Treatment_at_Sewage_Treatment_Plants,98.77,percent
Jiangsu,E25_13_Centralized_Treatment_at_Sewage_Treatment_Plants,94.62,percent
Jiangxi,E25_13_Centralized_Treatment_at_Sewage_Treatment_Plants,94.7,percent
Jilin,E25_13_Centralized_Treatment_at_Sewage_Treatment_Plants,99.16,percent
Liaoning,E25_13_Centralized_Treatment_at_Sewage_Treatment_Plants,99.48,percent
Ningxia,E25_13_Centralized_Treatment_at_Sewage_Treatment_Plants,99.78,percent
Qinghai,E25_13_Centralized_Treatment_at_Sewage_Treatment_Plants,94.46,percent
Shaanxi,E25_13_Centralized_Treatment_at_Sewage_Treatment_Plants,97.61,percent
Shandong,E25_13_Centralized_Treatment_at_Sewage_Treatment_Plants,98.75,percent
Shanghai,E25_13_Centralized_Treatment_at_Sewage_Treatment_Plants,NA,percent
Shanxi,E25_13_Centralized_Treatment_at_Sewage_Treatment_Plants,98.62,percent
Sichuan,E25_13_Centralized_Treatment_at_Sewage_Treatment_Plants,93.54,percent
Tianjin,E25_13_Centralized_Treatment_at_Sewage_Treatment_Plants,NA,percent
Tibet,E25_13_Centralized_Treatment_at_Sewage_Treatment_Plants,81.04,percent
Xinjiang,E25_13_Centralized_Treatment_at_Sewage_Treatment_Plants,99.64,percent
Yunnan,E25_13_Centralized_Treatment_at_Sewage_Treatment_Plants,98.83,percent
Zhejiang,E25_13_Centralized_Treatment_at_Sewage_Treatment_Plants,98.1,percent
Anhui,E25_13_Rate_of_Domestic_Garbage_Harmless_Treatment,100,percent
Beijing,E25_13_Rate_of_Domestic_Garbage_Harmless_Treatment,NA,percent
Chongqing,E25_13_Rate_of_Domestic_Garbage_Harmless_Treatment,100,percent
Fujian,E25_13_Rate_of_Domestic_Garbage_Harmless_Treatment,100,percent
Gansu,E25_13_Rate_of_Domestic_Garbage_Harmless_Treatment,99.98,percent
Guangdong,E25_13_Rate_of_Domestic_Garbage_Harmless_Treatment,100,percent
Guangxi,E25_13_Rate_of_Domestic_Garbage_Harmless_Treatment,100,percent
Guizhou,E25_13_Rate_of_Domestic_Garbage_Harmless_Treatment,99.71,percent
Hainan,E25_13_Rate_of_Domestic_Garbage_Harmless_Treatment,100,percent
Hebei,E25_13_Rate_of_Domestic_Garbage_Harmless_Treatment,100,percent
Heilongjiang,E25_13_Rate_of_Domestic_Garbage_Harmless_Treatment,100,percent
Henan,E25_13_Rate_of_Domestic_Garbage_Harmless_Treatment,100,percent
Hubei,E25_13_Rate_of_Domestic_Garbage_Harmless_Treatment,100,percent
Hunan,E25_13_Rate_of_Domestic_Garbage_Harmless_Treatment,99.63,percent
Inner Mongolia,E25_13_Rate_of_Domestic_Garbage_Harmless_Treatment,100,percent
Jiangsu,E25_13_Rate_of_Domestic_Garbage_Harmless_Treatment,100,percent
Jiangxi,E25_13_Rate_of_Domestic_Garbage_Harmless_Treatment,100,percent
Jilin,E25_13_Rate_of_Domestic_Garbage_Harmless_Treatment,100,percent
Liaoning,E25_13_Rate_of_Domestic_Garbage_Harmless_Treatment,100,percent
Ningxia,E25_13_Rate_of_Domestic_Garbage_Harmless_Treatment,100,percent
Qinghai,E25_13_Rate_of_Domestic_Garbage_Harmless_Treatment,97.86,percent
Shaanxi,E25_13_Rate_of_Domestic_Garbage_Harmless_Treatment,99.89,percent
Shandong,E25_13_Rate_of_Domestic_Garbage_Harmless_Treatment,100,percent
Shanghai,E25_13_Rate_of_Domestic_Garbage_Harmless_Treatment,NA,percent
Shanxi,E25_13_Rate_of_Domestic_Garbage_Harmless_Treatment,100,percent
Sichuan,E25_13_Rate_of_Domestic_Garbage_Harmless_Treatment,100,percent
Tianjin,E25_13_Rate_of_Domestic_Garbage_Harmless_Treatment,NA,percent
Tibet,E25_13_Rate_of_Domestic_Garbage_Harmless_Treatment,98.21,percent
Xinjiang,E25_13_Rate_of_Domestic_Garbage_Harmless_Treatment,99.87,percent
Yunnan,E25_13_Rate_of_Domestic_Garbage_Harmless_Treatment,100,percent
Zhejiang,E25_13_Rate_of_Domestic_Garbage_Harmless_Treatment,100,percent
Anhui,E25_13_Waste_Water_Treatment_Rate,97.02,percent
Beijing,E25_13_Waste_Water_Treatment_Rate,NA,percent
Chongqing,E25_13_Waste_Water_Treatment_Rate,99.39,percent
Fujian,E25_13_Waste_Water_Treatment_Rate,97.99,percent
Gansu,E25_13_Waste_Water_Treatment_Rate,99,percent
Guangdong,E25_13_Waste_Water_Treatment_Rate,97.71,percent
Guangxi,E25_13_Waste_Water_Treatment_Rate,98.62,percent
Guizhou,E25_13_Waste_Water_Treatment_Rate,97.8,percent
Hainan,E25_13_Waste_Water_Treatment_Rate,102.01,percent
Hebei,E25_13_Waste_Water_Treatment_Rate,98.96,percent
Heilongjiang,E25_13_Waste_Water_Treatment_Rate,97.56,percent
Henan,E25_13_Waste_Water_Treatment_Rate,99.69,percent
Hubei,E25_13_Waste_Water_Treatment_Rate,98.43,percent
Hunan,E25_13_Waste_Water_Treatment_Rate,97.41,percent
Inner Mongolia,E25_13_Waste_Water_Treatment_Rate,98.77,percent
Jiangsu,E25_13_Waste_Water_Treatment_Rate,95.09,percent
Jiangxi,E25_13_Waste_Water_Treatment_Rate,96.73,percent
Jilin,E25_13_Waste_Water_Treatment_Rate,99.16,percent
Liaoning,E25_13_Waste_Water_Treatment_Rate,99.48,percent
Ningxia,E25_13_Waste_Water_Treatment_Rate,99.78,percent
Qinghai,E25_13_Waste_Water_Treatment_Rate,94.46,percent
Shaanxi,E25_13_Waste_Water_Treatment_Rate,97.61,percent
Shandong,E25_13_Waste_Water_Treatment_Rate,98.75,percent
Shanghai,E25_13_Waste_Water_Treatment_Rate,NA,percent
Shanxi,E25_13_Waste_Water_Treatment_Rate,98.62,percent
Sichuan,E25_13_Waste_Water_Treatment_Rate,96.32,percent
Tianjin,E25_13_Waste_Water_Treatment_Rate,NA,percent
Tibet,E25_13_Waste_Water_Treatment_Rate,81.22,percent
Xinjiang,E25_13_Waste_Water_Treatment_Rate,99.64,percent
Yunnan,E25_13_Waste_Water_Treatment_Rate,98.84,percent
Zhejiang,E25_13_Waste_Water_Treatment_Rate,98.26,percent
