province,matrix,env_class,env_burden_log_median,env_burden_log_p90,env_records_total,env_refs,env_year_min,env_year_max,concentration_unit_mode,n_units,cluster_id,cluster_name
Shanxi,surface water,tetracyclines,1.642929491308514,2.3360870808154957,4,2,2021,2022,ng/L,1,3,Inland surveillance-gap belt
Shanxi,wastewater influent,sulfonamides,3.4893959217271293,3.4893959217271293,1,1,2023,2023,ng/L,1,3,Inland surveillance-gap belt
Sichuan,soil,fluoroquinolones,0.46479630438637887,0.8671297755382447,4,1,2016,2016,ng/g,1,3,Inland surveillance-gap belt
Sichuan,soil,macrolides,0.17026171539495738,0.9071044708367696,3,1,2016,2016,ng/g,1,3,Inland surveillance-gap belt
Sichuan,soil,phenicols,0.02530586526477026,0.02530586526477026,1,1,2016,2016,ng/g,1,3,Inland surveillance-gap belt
Sichuan,soil,sulfonamides,0.1931245983544616,0.30101022882724465,5,1,2016,2016,ng/g,1,3,Inland surveillance-gap belt
Sichuan,soil,tetracyclines,1.2408717602102226,1.5120704085505654,4,1,2016,2016,ng/g,1,3,Inland surveillance-gap belt
Sichuan,surface water,beta-lactams,0.7481880270062004,0.9220284284224338,5,2,2021,2021,ng/L,1,3,Inland surveillance-gap belt
Sichuan,surface water,fluoroquinolones,1.3114613097403915,1.4105101639669773,4,1,2021,2021,ng/L,1,3,Inland surveillance-gap belt
Sichuan,surface water,lincosamides,0.7419390777291989,0.7419390777291989,1,1,2021,2021,ng/L,1,3,Inland surveillance-gap belt
Sichuan,surface water,phenicols,1.4229179807676624,1.4229179807676624,1,1,2021,2021,ng/L,1,3,Inland surveillance-gap belt
Sichuan,surface water,sulfonamides,0.4101795586065676,0.4284113444208381,2,1,2021,2021,ng/L,1,3,Inland surveillance-gap belt
Sichuan,surface water,tetracyclines,1.785614524946824,1.9020857253499668,3,1,2021,2021,ng/L,1,3,Inland surveillance-gap belt
Sichuan,wastewater effluent,fluoroquinolones,3.060282229438346,3.060282229438346,1,1,2020,2020,ng/L,1,3,Inland surveillance-gap belt
Sichuan,wastewater influent,fluoroquinolones,3.467815215399414,3.467815215399414,1,1,2020,2020,ng/L,1,3,Inland surveillance-gap belt
Sichuan,wastewater influent,lincosamides,2.0141843975012796,2.0141843975012796,1,1,2020,2020,ng/L,1,3,Inland surveillance-gap belt
Tianjin,sediment,diaminopyrimidines,2.0699405893127123,2.8250534155302773,5,2,2008,2011,ng/g,1,2,Urban-industrial wastewater core
Tianjin,sediment,fluoroquinolones,1.5774917998372253,3.189463323357545,87,6,2008,2017,ng/g,1,2,Urban-industrial wastewater core
Tianjin,sediment,macrolides,1.0338928075127187,2.348226044247374,38,6,2008,2017,ng/g,1,2,Urban-industrial wastewater core
Tianjin,sediment,other,2.179811937907357,3.675225346103246,6,1,2008,2011,ng/g,1,2,Urban-industrial wastewater core
Tianjin,sediment,sulfonamides,0.6127838567197355,1.6043787186318978,89,8,2008,2017,ng/g,1,2,Urban-industrial wastewater core
Tianjin,sediment,tetracyclines,1.4199557484897578,2.3630008282073542,29,7,2008,2017,ng/g,1,2,Urban-industrial wastewater core
Tianjin,sludge,fluoroquinolones,3.254439308611038,3.423390412336099,3,1,NA,NA,ng/g,1,2,Urban-industrial wastewater core
Tianjin,sludge,macrolides,1.4892551683692605,2.7469225271435054,3,1,NA,NA,ng/g,1,2,Urban-industrial wastewater core
Tianjin,sludge,sulfonamides,0.8131701836875211,1.082009326861808,2,1,NA,NA,ng/g,1,2,Urban-industrial wastewater core
Tianjin,sludge,tetracyclines,2.202896808529529,3.025357212840668,3,1,NA,NA,ng/g,1,2,Urban-industrial wastewater core
Tianjin,soil,diaminopyrimidines,1.2106174852609892,1.2106174852609892,1,1,2013,2013,ng/g,1,2,Urban-industrial wastewater core
Tianjin,soil,fluoroquinolones,1.401728557824207,1.6515349957976475,10,3,2007,2013,ng/g,1,2,Urban-industrial wastewater core
Tianjin,soil,lincosamides,0.8692317197309762,0.8692317197309762,1,1,2007,2007,ng/g,1,2,Urban-industrial wastewater core
Tianjin,soil,macrolides,0.9612814719845825,1.14067668639555,3,1,2013,2013,ng/g,1,2,Urban-industrial wastewater core
Tianjin,soil,other,0.7973082833122795,0.7973082833122795,1,1,2013,2013,ng/g,1,2,Urban-industrial wastewater core
Tianjin,soil,phenicols,0.2041199826559248,0.2041199826559248,1,1,2007,2007,ng/g,1,2,Urban-industrial wastewater core
Tianjin,soil,sulfonamides,0.24303804868629444,1.1246192849705767,21,3,2007,2013,ng/g,1,2,Urban-industrial wastewater core
Tianjin,soil,tetracyclines,1.4661258704181992,2.7458941785660538,21,4,2007,2013,ng/g,1,2,Urban-industrial wastewater core
Tibet,sediment,macrolides,1.7587605439099796,1.7587605439099796,1,1,2020,2020,ng/g,1,3,Inland surveillance-gap belt
Tibet,sediment,sulfonamides,1.0591846176313713,1.0591846176313713,1,1,2020,2020,ng/g,1,3,Inland surveillance-gap belt
Tibet,soil,fluoroquinolones,1.5963771439975991,1.5963771439975991,1,1,2020,2020,ng/g,1,3,Inland surveillance-gap belt
Tibet,soil,macrolides,1.6236627073562047,1.6236627073562047,1,1,2020,2020,ng/g,1,3,Inland surveillance-gap belt
Tibet,surface water,diaminopyrimidines,2.727541257028556,2.727541257028556,1,1,2021,2021,ng/L,1,3,Inland surveillance-gap belt
Tibet,surface water,fluoroquinolones,0.5831987739686227,0.5831987739686227,1,1,2021,2021,ng/L,1,3,Inland surveillance-gap belt
Tibet,surface water,macrolides,2.7993405494535817,2.7993405494535817,1,1,2021,2021,ng/L,1,3,Inland surveillance-gap belt
Tibet,surface water,sulfonamides,2.506505032404872,2.633014586925875,3,1,2021,2021,ng/L,1,3,Inland surveillance-gap belt
Tibet,surface water,tetracyclines,1.5248802758812379,2.246185064267908,2,1,2021,2021,ng/L,1,3,Inland surveillance-gap belt
Xinjiang,sediment,fluoroquinolones,1.7577754910119257,2.0098841508856493,3,1,2012,2012,ng/g,1,3,Inland surveillance-gap belt
Xinjiang,sediment,sulfonamides,0.3606950633675303,0.47950103053838833,2,1,2012,2012,ng/g,1,3,Inland surveillance-gap belt
Xinjiang,sediment,tetracyclines,0.9942627570120666,1.117580430809569,4,1,2012,2012,ng/g,1,3,Inland surveillance-gap belt
Xinjiang,wastewater effluent,fluoroquinolones,2.5217916496391233,2.5217916496391233,1,1,2024,2024,ng/L,1,3,Inland surveillance-gap belt
Xinjiang,wastewater effluent,lincosamides,1.4941545940184429,1.4941545940184429,1,1,2024,2024,ng/L,1,3,Inland surveillance-gap belt
Xinjiang,wastewater effluent,macrolides,1.9590413923210936,1.9590413923210936,1,1,2024,2024,ng/L,1,3,Inland surveillance-gap belt
Xinjiang,wastewater influent,fluoroquinolones,2.342218717900887,2.608773098552068,2,1,2024,2024,ng/L,1,3,Inland surveillance-gap belt
Yunnan,soil,beta-lactams,0.10037054511756291,0.10037054511756291,1,1,NA,NA,ng/g,1,3,Inland surveillance-gap belt
Yunnan,soil,fluoroquinolones,0.6434526764861874,0.7870232247881934,5,2,2012,2012,ng/g,1,3,Inland surveillance-gap belt
Yunnan,soil,macrolides,0.3222192947339193,0.3222192947339193,1,1,2012,2012,ng/g,1,3,Inland surveillance-gap belt
Yunnan,soil,sulfonamides,0.02213918669785662,0.04139268515822508,4,2,2012,2012,ng/g,1,3,Inland surveillance-gap belt
Yunnan,soil,tetracyclines,0.775887595205904,4.415498742889638,10,3,2012,2020,ng/g,1,3,Inland surveillance-gap belt
Yunnan,wastewater effluent,beta-lactams,9.497645505490041,9.497645505490041,1,1,2020,2020,ng/L,1,3,Inland surveillance-gap belt
Zhejiang,sediment,diaminopyrimidines,0.01911629044707278,0.2793370770375031,3,1,2018,2019,ng/g,1,1,Eastern production-infrastructure belt
Zhejiang,sediment,fluoroquinolones,0.5664374921950703,1.2021088993093283,29,6,2009,2019,ng/g,1,1,Eastern production-infrastructure belt
Zhejiang,sediment,lincosamides,0.651623955191196,0.946282136381313,2,1,2018,2018,ng/g,1,1,Eastern production-infrastructure belt
Zhejiang,sediment,macrolides,0.17647695585504386,0.7469597850821016,12,3,2018,2019,ng/g,1,1,Eastern production-infrastructure belt
Zhejiang,sediment,phenicols,0.15836249209524964,0.4360699428464487,7,3,2009,2016,ng/g,1,1,Eastern production-infrastructure belt
Zhejiang,sediment,sulfonamides,0.08635983067474821,1.0729847446279304,31,7,2009,2019,ng/g,1,1,Eastern production-infrastructure belt
Zhejiang,sediment,tetracyclines,0.3900073565380838,1.5438692246689942,30,7,2009,2019,ng/g,1,1,Eastern production-infrastructure belt
Zhejiang,sludge,diaminopyrimidines,1.60422605308447,1.60422605308447,1,1,2012,2012,ng/g,1,1,Eastern production-infrastructure belt
Zhejiang,sludge,sulfonamides,1.61066016308988,1.61066016308988,1,1,2012,2012,ng/g,1,1,Eastern production-infrastructure belt
Zhejiang,soil,beta-lactams,0.19944172037815408,0.19944172037815408,1,1,2010,2010,ng/g,1,1,Eastern production-infrastructure belt
Zhejiang,soil,fluoroquinolones,0.12987395428381213,0.7806862065279383,65,7,2010,2017,ng/g,2,1,Eastern production-infrastructure belt
Zhejiang,soil,macrolides,0.009110922738136438,0.3750969814755697,30,5,2010,2017,ng/g,2,1,Eastern production-infrastructure belt
Zhejiang,soil,phenicols,0.2363824025355089,0.24761248235421698,2,1,2010,2010,ng/g,1,1,Eastern production-infrastructure belt
Zhejiang,soil,sulfonamides,0.015143977107854171,0.42455413259843233,34,6,2010,2017,ng/g,2,1,Eastern production-infrastructure belt
Zhejiang,soil,tetracyclines,0.4386553433182697,1.432646014754142,49,9,2010,2017,ng/g,2,1,Eastern production-infrastructure belt
Zhejiang,surface water,diaminopyrimidines,0.9804616937736266,1.2695563842911335,2,1,2024,2024,ng/L,1,1,Eastern production-infrastructure belt
Zhejiang,surface water,fluoroquinolones,1.3102683666324475,1.4818820327834674,3,2,2022,2024,ng/L,1,1,Eastern production-infrastructure belt
Zhejiang,surface water,phenicols,1.5236164190543708,1.5459808627502771,3,1,2024,2024,ng/L,1,1,Eastern production-infrastructure belt
Zhejiang,surface water,sulfonamides,0.5440680443502757,0.5440680443502757,1,1,2022,2022,ng/L,1,1,Eastern production-infrastructure belt
Zhejiang,wastewater effluent,fluoroquinolones,1.4174158291257881,1.552070915830399,4,1,2020,2020,ng/L,1,1,Eastern production-infrastructure belt
Zhejiang,wastewater effluent,lincosamides,0.6627578316815741,0.6627578316815741,1,1,2020,2020,ng/L,1,1,Eastern production-infrastructure belt
Zhejiang,wastewater effluent,macrolides,1.0004340774793186,1.0004340774793186,1,1,2020,2020,ng/L,1,1,Eastern production-infrastructure belt
Zhejiang,wastewater influent,fluoroquinolones,1.255272505103306,1.255272505103306,1,1,2024,2024,ng/L,1,1,Eastern production-infrastructure belt
