province,E02_05_Population_at_year_end,E02_06_Urban_Population_Proportion,E03_09_Gross_Regional_Product,E03_09_Per_Capita_Gross_Regional_Product,E07_06_Expenditure_for_Energy_Conservation_and_Environment_Protection,E08_12_Nitrogen_Oxides,E08_12_Sulphur_Dioxide,E08_17_Volume_of_Domestic_Garbage_Harmlessly_Treated,E08_33_Investment_in_Urban_Environmental_Infrastructure,E12_05_Consumption_of_Chemical_Fertilizers,E12_05_Irrigated_Area_of_Cultivated_Land,E12_07_Area_with_Flood_Prevention_Measures,E12_07_Area_with_Soil_Erosion_under_Control,E12_07_Capacity_of_Reservoirs,E12_07_Number_of_Reservoirs,E12_08_Beans,E12_08_Beetroots,E12_08_Cereals,E12_08_Corn,E12_08_Cotton,E12_08_Fiber_Crops,E12_08_Flue_cured_Tobacco,E12_08_Oil_bearing_Crops,E12_08_Orchards,E12_08_Peanuts,E12_08_Rapeseeds,E12_08_Rice,E12_08_Sesame,E12_08_Sown_Area_of_Grain_Crops,E12_08_Soybeans,E12_08_Sugar_Crops,E12_08_Sugarcane,E12_08_Tea_Plantations,E12_08_Tobacco,E12_08_Total_Sown_Area,E12_08_Tubers,E12_08_Vegetables,E12_08_Wheat,E12_10_Apples,E12_10_Bananas,E12_10_Beans,E12_10_Beetroots,E12_10_Cereals,E12_10_Citrus,E12_10_Corn,E12_10_Cotton,E12_10_Fiber_Crops,E12_10_Flue_cured_Tobacco,E12_10_Fruits,E12_10_Grain,E12_10_Grapes,E12_10_Mulberry_Silkworm_Cocoons,E12_10_Oil_bearing_Crops,E12_10_Peanuts,E12_10_Pears,E12_10_Rapeseeds,E12_10_Rice,E12_10_Sesame,E12_10_Silkworm_Cocoons,E12_10_Soybeans,E12_10_Sugar_Crops,E12_10_Sugarcane,E12_10_Tea,E12_10_Tobacco,E12_10_Tubers,E12_10_Wheat,E12_13_Hogs_year_end,E12_13_Large_Animals_year_end,E12_14_Milk,E12_14_Pork,E12_15_Freshwater_Aquatic_Products,E12_15_Total_Aquatic_Products,E20_07_Expenditure_on_R_and_D,E22_01_Hospitals,E22_01_Total,E22_06_Hospitals,E22_06_Total,E25_05_Production_Capacity_of_Tap_Water_Supply_year_end,E25_05_Total_Annual_Volume_of_Tap_Water_Supply,E25_08_Daily_Disposal_Capacity_of_City_Sewage,E25_08_Length_of_City_Sewage_Pipes,sewage_disposal_capacity_2024,sewage_pipe_length_2024,urban_env_infra_investment_2024,hospitals_count_2024,hospital_beds_2024,hogs_year_end_2024,large_animals_year_end_2024,pork_output_2024,milk_output_2024,total_aquatic_products_2024,freshwater_aquatic_products_2024,chemical_fertilizers_2024,grp_2024,grp_per_capita_2024,population_2024,urban_share_2024,log1p__sewage_disposal_capacity_2024,rankpct__sewage_disposal_capacity_2024,log1p__sewage_pipe_length_2024,rankpct__sewage_pipe_length_2024,log1p__urban_env_infra_investment_2024,rankpct__urban_env_infra_investment_2024,log1p__hospitals_count_2024,rankpct__hospitals_count_2024,log1p__hospital_beds_2024,rankpct__hospital_beds_2024,log1p__hogs_year_end_2024,rankpct__hogs_year_end_2024,log1p__large_animals_year_end_2024,rankpct__large_animals_year_end_2024,log1p__pork_output_2024,rankpct__pork_output_2024,log1p__milk_output_2024,rankpct__milk_output_2024,log1p__total_aquatic_products_2024,rankpct__total_aquatic_products_2024,log1p__freshwater_aquatic_products_2024,rankpct__freshwater_aquatic_products_2024,log1p__chemical_fertilizers_2024,rankpct__chemical_fertilizers_2024,log1p__grp_2024,rankpct__grp_2024,log1p__grp_per_capita_2024,rankpct__grp_per_capita_2024,log1p__population_2024,rankpct__population_2024,log1p__urban_share_2024,rankpct__urban_share_2024,WastewaterHealthIndex,LivestockAquacultureIndex,EconomicScaleIndex,cluster_id,cluster_name
Heilongjiang,3029,68.05,16476.9,54102,203.97,23.48,9.26,535.4,857770,240.3,6250.8,3427,7697.8,206,792,4736,6.4,9990.4,6642.2,NA,26.2,9.4,52.1,44.5,34.5,0,3305.2,0.1,14754,4685.5,6.4,NA,NA,10.2,15334.3,27.6,197,25.3,14.6,NA,912,37.2,7075.6,NA,4584.9,NA,14.5,2.5,191.3,8001.7,7.9,0,19.6,76.5,4.9,NA,2471.6,NA,0.4,905,37.2,NA,NA,2.7,NA,9.9,1296.1,500,443.7,196.2,81.4,81.4,1155915,1278,22535,23.51,27.3,629.8,128439,511.7,14593,511.7,14593,857770,1278,23.51,1296.1,500,196.2,443.7,81.4,81.4,240.3,16476.9,54102,3029,68.05,6.23969087878965,0.419354838709677,9.58836576432557,0.225806451612903,13.6620924430791,0.32258064516129,7.15383380157884,0.548387096774194,3.19908119754002,0.483870967741935,7.16788628234663,0.548387096774194,6.21660610108486,0.774193548387097,5.28421844216853,0.612903225806452,6.09739989751665,0.903225806451613,4.41158543691543,0.516129032258065,4.41158543691543,0.580645161290323,5.48604097263099,0.741935483870968,9.70977536815946,0.225806451612903,10.8986449161622,0.0645161290322581,8.01631789850341,0.387096774193548,4.2348308798553,0.645161290322581,0.4,0.668202764976959,0.330645161290323,3,Inland surveillance-gap belt
Henan,9785,59.22,63590,64888,182.47,44.39,5.52,1169.7,2136370,571.1,5767.4,2194.9,4583.4,438,2527,404.3,NA,10171,3866.6,5.6,0.3,74.4,1628.2,383.5,1318.4,202.2,590.1,101.6,10777.1,380.7,1.1,1.1,116.9,74.5,14796.8,201.8,1829.7,5675.4,423.8,NA,86.2,NA,6513,5.5,2238.6,0.7,0.1,19.5,2619.8,6719.4,95.2,0,704.9,638.2,152.6,48.4,474,16.6,0.3,82.8,8.2,8.2,7.5,19.5,120.2,3785.3,4030.9,357.1,230.5,470.9,100.4,100.4,9450711,2472,86702,57.19,76.51,1382.5,255218,1133.8,41110,1133.8,41110,2136370,2472,57.19,4030.9,357.1,470.9,230.5,100.4,100.4,571.1,63590,64888,9785,59.22,7.0342117029347,0.806451612903226,10.6240310045778,0.806451612903226,14.5746191531186,0.774193548387097,7.81318726752142,0.935483870967742,4.06371351866858,0.967741935483871,8.30199300785634,1,5.88081227700439,0.645161290322581,6.15676709873234,0.967741935483871,5.44457987352629,0.838709677419355,4.61907309115708,0.548387096774194,4.61907309115708,0.645161290322581,6.34931380127448,1,11.0602272298808,0.838709677419355,11.0804333968014,0.225806451612903,9.18870807184907,0.935483870967742,4.09800452305359,0.193548387096774,0.858064516129032,0.806451612903226,0.548387096774194,1,Eastern production-infrastructure belt
Hubei,5834,66.35,60013,102832,186.12,28.52,7.58,1117.8,3421650,249.9,3226.9,1440.8,7135.3,1266,6721,274,NA,4112.6,765.5,98.4,29,34.7,1625,414.7,266,1261.7,2276.6,84.2,4722.6,243.9,6.2,6.2,386.2,39.1,8403,336,1380.3,1043.5,0.2,NA,47.6,NA,2624.9,588.7,315.2,NA,0.7,6.8,1231.1,2785.3,32.1,0.1,406.4,NA,46.6,292,1889.2,NA,0.1,42.9,26.1,26.1,47.4,7.9,NA,NA,2520.7,212.5,6.9,351.2,546.4,546.4,9785961,1268,38897,34.23,47.58,1671.2,352447,1089.6,44713,1089.6,44713,3421650,1268,34.23,2520.7,212.5,351.2,6.9,546.4,546.4,249.9,60013,102832,5834,66.35,6.99448328249196,0.774193548387097,10.7080419306702,0.838709677419355,15.0456337410912,0.935483870967742,7.14598446771439,0.516129032258065,3.56189799235315,0.709677419354839,7.83268855623763,0.838709677419355,5.36363683266868,0.451612903225806,5.8641991960621,0.838709677419355,2.06686275947298,0.161290322580645,6.30517979660658,0.870967741935484,6.30517979660658,1,5.52505445337238,0.806451612903226,11.0023331473196,0.806451612903226,11.5408615921631,0.741935483870968,8.67162954472066,0.709677419354839,4.20990290285637,0.580645161290323,0.754838709677419,0.709677419354839,0.709677419354839,1,Eastern production-infrastructure belt
Hunan,6539,62.07,53231,81225,205.79,21.88,6.1,927.5,684706,211.8,2932,1124.6,4776.4,547,13218,179.3,NA,4405.2,403.7,60.7,1.5,101.2,1641,604.5,121.8,1503.4,3959.9,12.3,4773.4,141.1,7.6,7.6,220.6,102.1,8800.3,188.9,1469.1,22.6,0,NA,47.9,NA,2930.1,719.2,240.6,NA,0.4,20.6,1325.7,3078.1,29.8,0.2,NA,33.2,22.2,266.6,2675.1,NA,0.2,38.5,35.8,35.8,28.7,20.8,100.1,NA,3652.6,319.8,8.8,455.2,299.1,299.1,10010350,1763,57611,38.2,52.32,1083.8,252255,946.9,30031,946.9,30031,684706,1763,38.2,3652.6,319.8,455.2,8.8,299.1,299.1,211.8,53231,81225,6539,62.07,6.854249011459,0.709677419354839,10.3100187588263,0.741935483870968,13.4367462885124,0.258064516129032,7.47533923656674,0.806451612903226,3.66867674679642,0.806451612903226,8.20346826187079,0.967741935483871,5.77081787599236,0.548387096774194,6.12293130985029,0.935483870967742,2.28238238567653,0.193548387096774,5.70411575244632,0.709677419354839,5.70411575244632,0.870967741935484,5.36035275746749,0.645161290322581,10.8824149982583,0.709677419354839,11.304990671942,0.580645161290323,8.78569244445124,0.774193548387097,4.14424522067556,0.290322580645161,0.664516129032258,0.695852534562212,0.588709677419355,1,Eastern production-infrastructure belt
Inner Mongolia,2388,70.73,26314.6,110011,196.66,38.41,20.82,385.1,1508472,221.8,4887.8,280.8,18138.3,214,472,1316.3,76.1,5401,4315.8,NA,2.7,0.5,875,91.1,51.7,255.3,107.5,0.1,7011.8,1238.2,76.4,NA,NA,0.9,8934.6,294.5,234.7,330.5,40.3,NA,259.8,374.7,3670.9,0,3276.2,NA,0.5,0.1,201.6,4100.5,4.4,NA,211.4,23.5,8.6,NA,NA,0,0.2,248.1,376.4,NA,NA,0.2,169.8,107.1,663.1,1060.2,779.8,80.6,11.6,11.6,2050766,861,26768,13.91,17.36,378.1,77258,251.5,15784,251.5,15784,1508472,861,13.91,663.1,1060.2,80.6,779.8,11.6,11.6,221.8,26314.6,110011,2388,70.73,5.53141124871541,0.193548387096774,9.66681540099209,0.32258064516129,14.2266084388463,0.548387096774194,6.75925527066369,0.354838709677419,2.7020321287766502,0.225806451612903,6.49843274054667,0.32258064516129,6.96715562226358,1,4.40182926197006,0.32258064516129,6.66031903509888,1,2.53369681395743,0.193548387096774,2.53369681395743,0.225806451612903,5.40627450805313,0.67741935483871,10.177917198212,0.387096774193548,11.6083447297337,0.774193548387097,7.77863014732581,0.258064516129032,4.27290907013834,0.709677419354839,0.329032258064516,0.534562211981567,0.532258064516129,3,Inland surveillance-gap belt
Jiangsu,8526,75.53,137008,160694,247.65,41.9,6.62,2173.4,3195784,264.2,3873.8,4040.3,989.8,36,934,289.8,NA,5152.9,488.5,3,0.2,NA,317.4,160.4,97.1,213.3,2225.6,6.7,5475.5,226.5,3,0.5,30.7,0,7616.6,32.9,1501.1,2404.3,61.3,NA,79.3,NA,3708.6,NA,295.2,0.4,0,NA,1023.5,3810.1,NA,1.4,NA,41.8,NA,62.9,1996,1.3,1.4,62.6,NA,3.3,NA,NA,22.1,1398.3,1421.6,36.7,70.5,187.4,388,536.1,35623153,2246,41680,47.32,60.41,4221.6,661306,1904.4,98306,1904.4,98306,3195784,2246,47.32,1421.6,36.7,187.4,70.5,536.1,388,264.2,137008,160694,8526,75.53,7.55244723927268,0.967741935483871,11.4958505141798,0.967741935483871,14.977343312016,0.870967741935484,7.71735127218533,0.870967741935484,3.87784555362656,0.870967741935484,7.26024146229941,0.612903225806452,3.62966009445396,0.193548387096774,5.23856736214226,0.580645161290323,4.26969744969996,0.612903225806452,6.28618429691141,0.838709677419355,5.96357934361845,0.935483870967742,5.58048425831171,0.903225806451613,11.8278018960832,0.967741935483871,11.9872634373648,0.935483870967742,9.05099287874205,0.903225806451613,4.33768282082183,0.870967741935484,0.909677419354839,0.668202764976959,0.919354838709677,1,Eastern production-infrastructure belt
Jiangxi,4502,63.77,34202.5,75862,254.16,28.29,7.75,516.2,2040867,106,2201.6,506.1,6744.3,357,10627,159.2,NA,3463.7,61.7,19,2.3,12.3,818.9,436.1,184.2,600.2,3383.6,34.1,3774.6,113.4,12.9,12.9,122.4,12.4,5799.5,151.7,720.6,11.9,0,0,39.3,NA,2098.7,523.6,28.2,2.1,0.4,2.5,NA,2196,NA,0.3,151.3,59.4,NA,87.6,2065.5,4.2,0.3,30.6,59.8,59.8,NA,NA,58,NA,1660.9,167.3,4.6,252.9,303.3,303.3,5190579,1098,39392,24.75,34.05,769.9,167313,509.1,26606,509.1,26606,2040867,1098,24.75,1660.9,167.3,252.9,4.6,303.3,303.3,106,34202.5,75862,4502,63.77,6.23460678492888,0.387096774193548,10.1889296180446,0.580645161290323,14.5288857655212,0.741935483870968,7.00215595440362,0.483870967741935,3.24843462710975,0.516129032258065,7.41571680513348,0.709677419354839,5.12574810119676,0.387096774193548,5.53694048871063,0.709677419354839,1.7227665977411,0.129032258064516,5.71801405690293,0.741935483870968,5.71801405690293,0.903225806451613,4.67282883446191,0.451612903225806,10.4400832569957,0.548387096774194,11.236684360994,0.419354838709677,8.41249912030157,0.612903225806452,4.17084253319483,0.419354838709677,0.541935483870968,0.576036866359447,0.5,1,Eastern production-infrastructure belt
Jilin,2317,65.78,14361.2,61689,127.65,19.16,5.22,455.7,456757,226.3,2097,1059.5,3705.6,326,1230,395.5,0.3,5433.6,4558.6,NA,NA,4,243.1,28.5,231.5,0,823.1,0.1,5853.8,351.7,0.3,NA,NA,7.4,6327.2,24.8,142.5,2.7,9.3,NA,86.4,1.7,4164.4,NA,3459.6,NA,NA,1,149.5,4266,7.9,0,91.2,88.5,6.8,NA,676.4,0,0.5,78.9,1.7,NA,NA,2,15.2,0.9,1115.1,440.9,30.3,159.3,26.6,26.6,1190907,873,26540,15.9,17.77,449.7,97021,535.2,15534,535.2,15534,456757,873,15.9,1115.1,440.9,159.3,30.3,26.6,26.6,226.3,14361.2,61689,2317,65.78,6.28450722580186,0.483870967741935,9.65085082182715,0.258064516129032,13.0319089891389,0.161290322580645,6.77308037565554,0.387096774193548,2.82731362192903,0.290322580645161,7.01759574466167,0.516129032258065,6.0910836121367,0.67741935483871,5.07704705961551,0.516129032258065,3.44361809754611,0.387096774193548,3.3178157727231,0.354838709677419,3.3178157727231,0.387096774193548,5.4262707308585,0.709677419354839,9.5723550342104,0.193548387096774,11.0298771222037,0.161290322580645,7.7484600238997,0.225806451612903,4.20140363451551,0.483870967741935,0.316129032258064,0.506912442396313,0.266129032258065,3,Inland surveillance-gap belt
Liaoning,4155,74.18,32612.7,78236,101.11,46.75,10.88,996.7,792526,129.1,1739.8,951.6,6740.1,374,743,133,0.2,3388.1,2797.8,NA,NA,2.6,329.9,340.5,327,0.2,499.7,0.1,3577.5,129,0.2,NA,0,3.6,4384.9,56.3,351.3,1.6,280,NA,30,1,2443.2,NA,2002.1,NA,NA,0.7,967.2,2500.3,88.5,NA,132.5,131.6,138.7,0,398.4,0,4.9,29.2,1,NA,0,1,27.1,0.7,1342.1,327.1,131.3,235.7,83.9,535.9,4214636,1646,37137,29.92,33.77,1373.3,280251,1146.8,27759,1146.8,27759,792526,1646,29.92,1342.1,327.1,235.7,131.3,535.9,83.9,129.1,32612.7,78236,4155,74.18,7.04560234567426,0.838709677419355,10.2313514146207,0.709677419354839,13.5829818535539,0.290322580645161,7.40671073017764,0.774193548387097,3.43140322371922,0.67741935483871,7.20273565391503,0.580645161290323,5.79331843996706,0.580645161290323,5.46679351651994,0.645161290322581,4.88507207112091,0.709677419354839,6.28581185742852,0.806451612903226,4.4414740933173,0.612903225806452,4.86830338551846,0.483870967741935,10.3924877244752,0.516129032258065,11.2674979604153,0.516129032258065,8.33230835221912,0.548387096774194,4.31988523813603,0.806451612903226,0.658064516129032,0.631336405529954,0.596774193548387,2,Urban-industrial wastewater core
Ningxia,729,68.22,5502.8,75484,72.56,11.97,4.66,161.6,470978,36.8,564.7,NA,2857.4,26,328,21.8,0,600.5,395.3,NA,NA,0.3,31.6,88.1,0.7,8.3,23.8,NA,694.2,19.6,0,NA,NA,0.3,1196.2,71.9,138.2,72,33.5,NA,NA,0,353.6,NA,299.3,NA,NA,0.1,272.2,385.9,19.8,NA,NA,0.2,2.3,0.9,19.2,NA,NA,NA,0,NA,NA,0.1,29.3,4.3,72.8,248.3,457,9.1,17.9,17.9,696630,219,4986,3.77,4.43,277.6,38907,141.7,3115,141.7,3115,470978,219,3.77,72.8,248.3,9.1,457,17.9,17.9,36.8,5502.8,75484,729,68.22,4.96074452448279,0.0967741935483871,8.04430540699064,0.0645161290322581,13.0625687860173,0.193548387096774,5.39362754635236,0.0645161290322581,1.56234630490025,0.0645161290322581,4.30135873160643,0.129032258064516,5.51865699052951,0.483870967741935,2.31253542384721,0.129032258064516,6.12686918411419,0.935483870967742,2.9391619220656,0.225806451612903,2.9391619220656,0.258064516129032,3.63230910262554,0.225806451612903,8.61319404174366,0.0967741935483871,11.2316892400018,0.387096774193548,6.59304453414244,0.0967741935483871,4.2372898382072,0.67741935483871,0.0967741935483871,0.341013824884793,0.314516129032258,3,Inland surveillance-gap belt
Qinghai,593,63.86,3950.8,66568,95.26,5.41,4.08,112.8,161140,4.5,229.1,NA,2261.3,385,200,18.9,NA,218.7,22.8,NA,NA,NA,150.8,3.1,NA,149.9,NA,NA,305.9,1.7,NA,NA,NA,0,599.5,68.3,44.3,97.3,0.5,0,5.1,NA,81.8,NA,16,NA,NA,NA,3.6,118.3,0.1,NA,33.6,NA,1,33.4,NA,NA,NA,NA,NA,NA,NA,0,31.3,38,37.7,669.6,31.5,4.2,1.9,1.9,156313,252,6914,4.03,4.78,155.4,29615,73.9,4260,73.9,4260,161140,252,4.03,37.7,669.6,4.2,31.5,1.9,1.9,4.5,3950.8,66568,593,63.86,4.31615389052317,0.0645161290322581,8.35725915349991,0.0967741935483871,11.9900350370957,0.0645161290322581,5.53338948872752,0.129032258064516,1.61541998411165,0.0967741935483871,3.65583960003574,0.0645161290322581,6.50817283403213,0.838709677419355,1.64865862558738,0.0967741935483871,3.48124008933569,0.419354838709677,1.06471073699243,0.0967741935483871,1.06471073699243,0.129032258064516,1.70474809223843,0.0645161290322581,8.28192645029972,0.0645161290322581,11.1059942827003,0.258064516129032,6.38687931936265,0.0645161290322581,4.17223110087917,0.451612903225806,0.0903225806451613,0.244239631336405,0.209677419354839,3,Inland surveillance-gap belt
Shaanxi,3953,66.14,35538.8,89915,259.79,26.79,6.34,722.6,1951759,193.7,1186.6,103.2,9365.3,118,1052,220.6,0,2516.4,1255.2,0,0.2,24.7,275.6,1159.2,37.5,187.5,105,8.1,3031.9,177.8,0.1,0,165,24.8,4280.9,294.9,570.2,941.8,1449.9,NA,38.3,0,1204.5,61.8,662.2,0,0,5.9,2453.3,1352.3,99,0.8,62.8,11.8,117.7,41.6,73.9,1.3,0.8,31.7,0.2,0.2,11.5,6,109.5,425,841.6,124.3,139,99,18.7,18.7,4059868,1288,35426,25.53,30.97,641.9,143540,615.6,17204,615.6,17204,1951759,1288,25.53,841.6,124.3,99,139,18.7,18.7,193.7,35538.8,89915,3953,66.14,6.42422051545205,0.516129032258065,9.75295531823158,0.354838709677419,14.4842420875764,0.709677419354839,7.16162200293919,0.580645161290323,3.27827616814965,0.548387096774194,6.73649234954492,0.387096774193548,4.83071086190202,0.354838709677419,4.60517018598809,0.387096774193548,4.9416424226093,0.741935483870968,2.98061863574394,0.258064516129032,2.98061863574394,0.290322580645161,5.27145991237815,0.548387096774194,10.4784084742308,0.580645161290323,11.4066311801523,0.645161290322581,8.28248300373056,0.516129032258065,4.20677999155189,0.516129032258065,0.541935483870968,0.423963133640553,0.564516129032258,3,Inland surveillance-gap belt
Shandong,10080,66.48,98565.8,97575,190.1,83.06,12.57,1849.2,4140387,349.6,5271.4,3278.6,4981.7,185,5527,236,NA,8047.1,3890.9,99.8,0,19.2,632.2,609.9,617.2,9.2,98,1.1,8412.6,232.3,0,0,26.5,19.3,11079,129.5,1620.9,4023.2,1073.9,0,64.1,NA,5537.6,0,2722.7,12.7,0,5.1,NA,5710.2,132.5,0.1,284.3,280.2,NA,2.4,86.3,0.2,0.1,63.1,NA,0,NA,NA,108.5,2716.2,2673.4,248.4,313.8,356,127.5,952.7,20071293,2930,90070,59.09,76.1,1993.8,422468,1546.3,76209,1546.3,76209,4140387,2930,59.09,2673.4,248.4,356,313.8,952.7,127.5,349.6,98565.8,97575,10080,66.48,7.34426675549563,0.935483870967742,11.2412479666602,0.935483870967742,15.2363000612168,0.967741935483871,7.98309894071089,1,4.09584343834584,1,7.89148033510589,0.870967741935484,5.51905803324594,0.516129032258065,5.87773578177964,0.870967741935484,5.75193751654325,0.870967741935484,6.86034915658487,0.967741935483871,4.85592890433527,0.709677419354839,5.85964597248713,0.967741935483871,11.4984897698939,0.935483870967742,11.4883868405231,0.67741935483871,9.21840774305394,0.967741935483871,4.21183125767777,0.612903225806452,0.967741935483871,0.824884792626728,0.798387096774194,1,Eastern production-infrastructure belt
Shanghai,2480,89.85,53926.7,217140,165.29,11.86,0.66,968.9,1202295,6.4,160.9,50.6,NA,5,5,0.6,NA,129.6,0.6,NA,NA,NA,2.4,10.3,0,2.4,105.5,0,130.3,0.6,0,0,0.2,NA,278,0.1,87.6,21.9,NA,NA,0.1,NA,98.1,NA,0.4,NA,NA,NA,31.6,98.3,NA,NA,NA,NA,NA,NA,81.8,0,NA,0.1,NA,NA,NA,NA,NA,14.9,82.4,5.1,31.9,11.1,10,22,8656895,492,6421,16.83,18.61,1260.5,291579,1070.8,24653,1070.8,24653,1202295,492,16.83,82.4,5.1,11.1,31.9,22,10,6.4,53926.7,217140,2480,89.85,6.97709475706075,0.741935483870968,10.1126944381115,0.548387096774194,13.9997436200008,0.451612903225806,6.20050917404269,0.193548387096774,2.88088243187505,0.354838709677419,4.4236483093647,0.161290322580645,1.80828877117927,0.032258064516129,2.4932054526027,0.161290322580645,3.49347265777133,0.451612903225806,3.13549421592915,0.32258064516129,2.39789527279837,0.193548387096774,2.00148000021012,0.0967741935483871,10.8953995395449,0.741935483870968,12.288302191099,0.967741935483871,7.8164169836918,0.32258064516129,4.50920979484218,1,0.458064516129032,0.202764976958525,0.758064516129032,2,Urban-industrial wastewater core
Shanxi,3446,66.32,25494.7,73769,237.82,35.94,12.13,541.3,987543,103.8,1530.9,94,8764.4,72,623,150,0,2822,1835.5,0,0,1.5,106.4,379.1,5.1,22.9,2.5,1.7,3151.6,116.7,0,0,0.1,1.6,3638.3,179.6,231,527.9,418.5,0,NA,0,1385.6,NA,1025.7,0,0,0.5,1109.1,1468.7,47.5,0.2,19.6,1.7,170.4,NA,NA,0.2,0.2,18.8,0,0,0,0.5,60.1,248.2,871.5,175.8,146.4,109.2,5.8,5.8,2182517,1373,38415,18.9,22.99,404.8,99471,411.1,15601,411.1,15601,987543,1373,18.9,871.5,175.8,109.2,146.4,5.8,5.8,103.8,25494.7,73769,3446,66.32,6.02126603834477,0.290322580645161,9.65515439014826,0.290322580645161,13.8029763317268,0.354838709677419,7.2254814727823,0.645161290322581,2.99071973173045,0.419354838709677,6.77136265407658,0.419354838709677,5.17501915020354,0.419354838709677,4.70229689671881,0.419354838709677,4.99314997975524,0.774193548387097,1.91692261218206,0.129032258064516,1.91692261218206,0.161290322580645,4.65205377188694,0.419354838709677,10.1462650894763,0.354838709677419,11.2087074238783,0.32258064516129,8.14525956651686,0.451612903225806,4.2094573693226,0.548387096774194,0.4,0.391705069124424,0.419354838709677,3,Inland surveillance-gap belt
Sichuan,8364,60.1,64697,77333,270.67,31.99,8.87,1369.5,6209515,200.3,3025.7,108.8,13081.6,766,8269,721.5,0,4493.4,1867.3,0,20,70,1771.1,897,309.3,1452.7,1848.7,2.1,6405.9,554.3,9.5,9.5,417.5,75.1,10359.9,1190.9,1619.6,610.6,110,3.7,162.8,0,2951.9,656.3,1123.2,0,3.9,14.2,1597.4,3633.8,65.1,10.3,460.8,85.3,95.4,374.1,1491.9,0.3,10.3,124.7,39.6,39.5,45.4,15.9,519.1,278,3643,872,64.7,479.4,187.2,187.2,6414765,2421,74797,53.74,71.49,1723.6,384048,1199.9,53372,1199.9,53372,6209515,2421,53.74,3643,872,479.4,64.7,187.2,187.2,200.3,64697,77333,8364,60.1,7.09082655466664,0.870967741935484,10.8850602791029,0.870967741935484,15.6415935120639,1,7.79234892411304,0.903225806451613,4.00259470361253,0.935483870967742,8.20083725837985,0.935483870967742,6.7719355558396,0.935483870967742,6.17461909020583,1,4.18509892549057,0.548387096774194,5.23750522715128,0.645161290322581,5.23750522715128,0.806451612903226,5.30479633264575,0.580645161290323,11.0774855681101,0.870967741935484,11.2558889826328,0.483870967741935,9.03181161342092,0.870967741935484,4.11251186617755,0.225806451612903,0.916129032258065,0.778801843317972,0.612903225806452,3,Inland surveillance-gap belt
Tianjin,1364,86.01,18024.3,132143,40.32,9.86,0.61,292.9,257269,15.2,309.5,377.7,105.5,25,21,5.2,NA,390.8,198.1,0.9,NA,NA,1.7,13.9,0.7,0.5,55.6,0,399.1,5.1,0,0,NA,NA,462.5,3.1,55.1,127.7,2.2,NA,NA,NA,267,NA,129,0.1,NA,NA,52.9,270.6,5.1,NA,NA,NA,5.3,NA,NA,0,NA,NA,0,0,NA,NA,NA,79.9,117.9,28.9,50.6,16.8,25.4,29.9,3107823,453,6939,6.72,7.32,520.6,104268,385.9,23843,385.9,23843,257269,453,6.72,117.9,28.9,16.8,50.6,29.9,25.4,15.2,18024.3,132143,1364,86.01,5.95816626170647,0.258064516129032,10.0792878923398,0.516129032258065,12.4578813960581,0.0967741935483871,6.11809719804135,0.161290322580645,2.04381436403668,0.161290322580645,4.77828280369674,0.193548387096774,3.39785848039664,0.129032258064516,2.87919845729804,0.193548387096774,3.94352167248752,0.483870967741935,3.4307561839037,0.419354838709677,3.27336401015227,0.354838709677419,2.78501124223834,0.161290322580645,9.79953160556527,0.258064516129032,11.7916475160505,0.838709677419355,7.21890970761906,0.161290322580645,4.46602305457793,0.935483870967742,0.238709677419355,0.276497695852535,0.548387096774194,2,Urban-industrial wastewater core
Tibet,370,39.68,2764.9,75237,77.03,4.06,0.31,73.7,143753,2.6,305,5.4,1080.4,44,151,4.7,NA,193.7,5.3,NA,NA,0,19.6,8.5,0,19.6,0.8,NA,199.4,0,0,0,3.8,0,288,1,30.9,32.6,1.3,0.1,NA,NA,111.5,0.1,3.1,NA,NA,0,4,112.9,0.6,NA,NA,NA,0.2,NA,0.5,NA,NA,0,0,0,0,0,0.3,NA,39.6,769,68,1.7,0.1,0.1,12792,199,7233,1.66,2.15,70,22140,36.7,1140,36.7,1140,143753,199,1.66,39.6,769,1.7,68,0.1,0.1,2.6,2764.9,75237,370,39.68,3.62966009445396,0.032258064516129,7.03966034986208,0.032258064516129,11.8758587843594,0.032258064516129,5.29831736654804,0.032258064516129,0.978326122793608,0.032258064516129,3.70376806660769,0.0967741935483871,6.64639051484773,0.870967741935484,0.993251773010283,0.032258064516129,4.23410650459726,0.580645161290323,0.0953101798043249,0.032258064516129,0.0953101798043249,0.032258064516129,1.28093384546206,0.032258064516129,7.92512135828121,0.032258064516129,11.2284117014561,0.354838709677419,5.91620206260743,0.032258064516129,3.70573657118036,0.032258064516129,0.032258064516129,0.23963133640553,0.112903225806452,3,Inland surveillance-gap belt
