province,antibiotic,metric,value,unit,china_mean,fold_change,log2_fc,qu_category,qu_subcategory,NBS_region,RR_ranking,antibiotic_group,primary_source,environmental_signature
Tianjin,Erythromycin,S. aureus resistance,58,% resistant strains,56.50322580645161,1.0264900662251657,0.03771966594915884,First,1,Eastern,7,Macrolides,Clinical,Higher in urban sludge; low agricultural use
Tianjin,Clindamycin,S. aureus resistance,24,% resistant strains,30.148387096774194,0.7960624866252942,-0.3290464158694059,First,1,Eastern,7,Lincosamides,Clinical + Agriculture,Moderate persistence; used for Gram-positive infections
Tianjin,Ciprofloxacin,S. aureus resistance,14.3,% resistant strains,15.596774193548388,0.9168562564632885,-0.12523252719893896,First,1,Eastern,7,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Tianjin,Levofloxacin,S. aureus resistance,14.7,% resistant strains,15.048387096774194,0.9768488745980707,-0.03379271051588155,First,1,Eastern,7,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Tianjin,Gentamicin,S. aureus resistance,9.5,% resistant strains,8.458064516129033,1.1231884057971013,0.16759994849606835,First,1,Eastern,7,Aminoglycosides,Clinical,Moderate persistence; found in sludge & hospital effluents
Tianjin,Chloramphenicol,S. aureus resistance,8.6,% resistant strains,5.84,1.4726027397260273,0.5583682907094429,First,1,Eastern,7,Phenicols,Agriculture,Detected in aquaculture sediments and livestock soils
Tianjin,Tetracycline,S. aureus resistance,9.1,% resistant strains,18.9,0.4814814814814815,-1.0544477840223763,First,1,Eastern,7,Tetracyclines,Agriculture,High in soil & sediment; persistent; strong sorption
Tianjin,Rifampicin,S. aureus resistance,0.6,% resistant strains,1.4645161290322581,0.4096916299559471,-1.2873896761828838,First,1,Eastern,7,Rifamycins,Clinical,Low environmental detection; specialized use
Hebei,Penicillin G,S. aureus resistance,92.5,% resistant strains,90.80645161290323,1.0186500888099466,0.026658563935595198,Fourth,5,Eastern,14,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Hebei,Erythromycin,S. aureus resistance,68.2,% resistant strains,56.50322580645161,1.207010733044074,0.27143850495839666,Fourth,5,Eastern,14,Macrolides,Clinical,Higher in urban sludge; low agricultural use
Hebei,Clindamycin,S. aureus resistance,36.8,% resistant strains,30.148387096774194,1.2206291461587844,0.2876249445790883,Fourth,5,Eastern,14,Lincosamides,Clinical + Agriculture,Moderate persistence; used for Gram-positive infections
Hebei,Ciprofloxacin,S. aureus resistance,11.8,% resistant strains,15.596774193548388,0.7565667011375388,-0.4024608146154871,Fourth,5,Eastern,14,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Hebei,Gentamicin,S. aureus resistance,10.8,% resistant strains,8.458064516129033,1.2768878718535468,0.3526318423285891,Fourth,5,Eastern,14,Aminoglycosides,Clinical,Moderate persistence; found in sludge & hospital effluents
Hebei,Tetracycline,S. aureus resistance,12.8,% resistant strains,18.9,0.6772486772486773,-0.5622424242210725,Fourth,5,Eastern,14,Tetracyclines,Agriculture,High in soil & sediment; persistent; strong sorption
Hebei,Levofloxacin,S. aureus resistance,11.7,% resistant strains,15.048387096774194,0.7774919614147909,-0.36310033576884143,Fourth,5,Eastern,14,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Hebei,Chloramphenicol,S. aureus resistance,5.2,% resistant strains,5.84,0.8904109589041096,-0.1674567458515627,Fourth,5,Eastern,14,Phenicols,Agriculture,Detected in aquaculture sediments and livestock soils
Hebei,Rifampicin,S. aureus resistance,1.6,% resistant strains,1.4645161290322581,1.092511013215859,0.1276478230959603,Fourth,5,Eastern,14,Rifamycins,Clinical,Low environmental detection; specialized use
Shanxi,Penicillin G,S. aureus resistance,93,% resistant strains,90.80645161290323,1.0241563055062166,0.03443591452731456,Fourth,7,Central,30,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Shanxi,Erythromycin,S. aureus resistance,58.6,% resistant strains,56.50322580645161,1.037108928979219,0.05256743035647209,Fourth,7,Central,30,Macrolides,Clinical,Higher in urban sludge; low agricultural use
Shanxi,Clindamycin,S. aureus resistance,30.8,% resistant strains,30.148387096774194,1.021613524502461,0.030849529216976892,Fourth,7,Central,30,Lincosamides,Clinical + Agriculture,Moderate persistence; used for Gram-positive infections
Shanxi,Ciprofloxacin,S. aureus resistance,10.1,% resistant strains,15.596774193548388,0.6475698035160289,-0.6268923812255337,Fourth,7,Central,30,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Shanxi,Gentamicin,S. aureus resistance,8.6,% resistant strains,8.458064516129033,1.0167810831426392,0.024009094867218524,Fourth,7,Central,30,Aminoglycosides,Clinical,Moderate persistence; found in sludge & hospital effluents
Shanxi,Tetracycline,S. aureus resistance,9.9,% resistant strains,18.9,0.5238095238095238,-0.9328858041414629,Fourth,7,Central,30,Tetracyclines,Agriculture,High in soil & sediment; persistent; strong sorption
Shanxi,Levofloxacin,S. aureus resistance,9.7,% resistant strains,15.048387096774194,0.6445873526259378,-0.6335522131651182,Fourth,7,Central,30,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Shanxi,Chloramphenicol,S. aureus resistance,5.4,% resistant strains,5.84,0.9246575342465754,-0.1130089618291863,Fourth,7,Central,30,Phenicols,Agriculture,Detected in aquaculture sediments and livestock soils
Shanxi,Rifampicin,S. aureus resistance,0.9,% resistant strains,1.4645161290322581,0.6145374449339207,-0.7024271754617274,Fourth,7,Central,30,Rifamycins,Clinical,Low environmental detection; specialized use
Inner Mongolia,Penicillin G,S. aureus resistance,88.8,% resistant strains,90.80645161290323,0.9779040852575488,-0.032235125117973176,Fourth,7,Western,25,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Inner Mongolia,Erythromycin,S. aureus resistance,68.5,% resistant strains,56.50322580645161,1.2123201644211008,0.27777075378211336,Fourth,7,Western,25,Macrolides,Clinical,Higher in urban sludge; low agricultural use
Inner Mongolia,Clindamycin,S. aureus resistance,30,% resistant strains,30.148387096774194,0.9950781082816178,-0.007118320982043536,Fourth,7,Western,25,Lincosamides,Clinical + Agriculture,Moderate persistence; used for Gram-positive infections
Inner Mongolia,Chloramphenicol,S. aureus resistance,6.2,% resistant strains,5.84,1.0616438356164384,0.08629984639422036,Fourth,7,Western,25,Phenicols,Agriculture,Detected in aquaculture sediments and livestock soils
Inner Mongolia,Ciprofloxacin,S. aureus resistance,17.2,% resistant strains,15.596774193548388,1.102792140641158,0.14116089072476937,Fourth,7,Western,25,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Inner Mongolia,Levofloxacin,S. aureus resistance,16.6,% resistant strains,15.048387096774194,1.1031082529474814,0.14157437599467906,Fourth,7,Western,25,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Inner Mongolia,Tetracycline,S. aureus resistance,13.7,% resistant strains,18.9,0.7248677248677249,-0.4642103412605459,Fourth,7,Western,25,Tetracyclines,Agriculture,High in soil & sediment; persistent; strong sorption
Inner Mongolia,Gentamicin,S. aureus resistance,9,% resistant strains,8.458064516129033,1.0640732265446222,0.0895974364947951,Fourth,7,Western,25,Aminoglycosides,Clinical,Moderate persistence; found in sludge & hospital effluents
Inner Mongolia,Rifampicin,S. aureus resistance,2.6,% resistant strains,1.4645161290322581,1.775330396475771,0.8280875412370524,Fourth,7,Western,25,Rifamycins,Clinical,Low environmental detection; specialized use
Liaoning,Chloramphenicol,S. aureus resistance,8,% resistant strains,5.84,1.36986301369863,0.4540316308947074,Fourth,7,Northeastern,28,Phenicols,Agriculture,Detected in aquaculture sediments and livestock soils
Liaoning,Clindamycin,S. aureus resistance,35.7,% resistant strains,30.148387096774194,1.1841429488551254,0.24384325255117553,Fourth,7,Northeastern,28,Lincosamides,Clinical + Agriculture,Moderate persistence; used for Gram-positive infections
Liaoning,Ciprofloxacin,S. aureus resistance,26.1,% resistant strains,15.596774193548388,1.6734229576008273,0.7428021325925561,Fourth,7,Northeastern,28,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Liaoning,Erythromycin,S. aureus resistance,73,% resistant strains,56.50322580645161,1.2919616350765015,0.3695632297016038,Fourth,7,Northeastern,28,Macrolides,Clinical,Higher in urban sludge; low agricultural use
Liaoning,Gentamicin,S. aureus resistance,9.2,% resistant strains,8.458064516129033,1.0877192982456139,0.1213062962221333,Fourth,7,Northeastern,28,Aminoglycosides,Clinical,Moderate persistence; found in sludge & hospital effluents
Liaoning,Levofloxacin,S. aureus resistance,25.4,% resistant strains,15.048387096774194,1.687888531618435,0.75521963141992,Fourth,7,Northeastern,28,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Liaoning,Penicillin G,S. aureus resistance,86.9,% resistant strains,90.80645161290323,0.9569804618117229,-0.06343862465367889,Fourth,7,Northeastern,28,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Liaoning,Rifampicin,S. aureus resistance,1.6,% resistant strains,1.4645161290322581,1.092511013215859,0.1276478230959603,Fourth,7,Northeastern,28,Rifamycins,Clinical,Low environmental detection; specialized use
Liaoning,Tetracycline,S. aureus resistance,11.7,% resistant strains,18.9,0.6190476190476191,-0.6918777046376681,Fourth,7,Northeastern,28,Tetracyclines,Agriculture,High in soil & sediment; persistent; strong sorption
Jilin,Chloramphenicol,S. aureus resistance,9.8,% resistant strains,5.84,1.6780821917808222,0.7468133801225536,Fourth,6,Northeastern,21,Phenicols,Agriculture,Detected in aquaculture sediments and livestock soils
Jilin,Clindamycin,S. aureus resistance,37,% resistant strains,30.148387096774194,1.2272630002139953,0.2954444490383877,Fourth,6,Northeastern,21,Lincosamides,Clinical + Agriculture,Moderate persistence; used for Gram-positive infections
Jilin,Ciprofloxacin,S. aureus resistance,29.9,% resistant strains,15.596774193548388,1.9170630816959666,0.9388978102207765,Fourth,6,Northeastern,21,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Jilin,Erythromycin,S. aureus resistance,74.8,% resistant strains,56.50322580645161,1.3238182233386617,0.4047050358218608,Fourth,6,Northeastern,21,Macrolides,Clinical,Higher in urban sludge; low agricultural use
Jilin,Gentamicin,S. aureus resistance,15.1,% resistant strains,8.458064516129033,1.7852784134248663,0.8361490794901993,Fourth,6,Northeastern,21,Aminoglycosides,Clinical,Moderate persistence; found in sludge & hospital effluents
Jilin,Levofloxacin,S. aureus resistance,30.4,% resistant strains,15.048387096774194,2.020150053590568,1.0144624580913397,Fourth,6,Northeastern,21,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Jilin,Penicillin G,S. aureus resistance,87.9,% resistant strains,90.80645161290323,0.9679928952042629,-0.04693163632467497,Fourth,6,Northeastern,21,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Jilin,Rifampicin,S. aureus resistance,2,% resistant strains,1.4645161290322581,1.3656387665198237,0.4495759179833225,Fourth,6,Northeastern,21,Rifamycins,Clinical,Low environmental detection; specialized use
Jilin,Tetracycline,S. aureus resistance,14.7,% resistant strains,18.9,0.7777777777777778,-0.36257007938470825,Fourth,6,Northeastern,21,Tetracyclines,Agriculture,High in soil & sediment; persistent; strong sorption
Heilongjiang,Chloramphenicol,S. aureus resistance,6.3,% resistant strains,5.84,1.0787671232876712,0.10938345950726157,Fourth,7,Northeastern,29,Phenicols,Agriculture,Detected in aquaculture sediments and livestock soils
Heilongjiang,Clindamycin,S. aureus resistance,43.4,% resistant strains,30.148387096774194,1.4395463299807403,0.5256142209665547,Fourth,7,Northeastern,29,Lincosamides,Clinical + Agriculture,Moderate persistence; used for Gram-positive infections
Heilongjiang,Ciprofloxacin,S. aureus resistance,25.6,% resistant strains,15.596774193548388,1.6413650465356773,0.7148961360226715,Fourth,7,Northeastern,29,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Heilongjiang,Erythromycin,S. aureus resistance,72.9,% resistant strains,56.50322580645161,1.2901918246174928,0.36758558026116156,Fourth,7,Northeastern,29,Macrolides,Clinical,Higher in urban sludge; low agricultural use
Heilongjiang,Gentamicin,S. aureus resistance,14.3,% resistant strains,8.458064516129033,1.6906941266209,0.75761567694351,Fourth,7,Northeastern,29,Aminoglycosides,Clinical,Moderate persistence; found in sludge & hospital effluents
Heilongjiang,Levofloxacin,S. aureus resistance,24.2,% resistant strains,15.048387096774194,1.608145766345123,0.6853981819223485,Fourth,7,Northeastern,29,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Heilongjiang,Penicillin G,S. aureus resistance,85.6,% resistant strains,90.80645161290323,0.9426642984014209,-0.08518400506693229,Fourth,7,Northeastern,29,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Heilongjiang,Rifampicin,S. aureus resistance,2.2,% resistant strains,1.4645161290322581,1.5022026431718063,0.5870794417332577,Fourth,7,Northeastern,29,Rifamycins,Clinical,Low environmental detection; specialized use
Heilongjiang,Tetracycline,S. aureus resistance,14,% resistant strains,18.9,0.7407407407407408,-0.43295940727610605,Fourth,7,Northeastern,29,Tetracyclines,Agriculture,High in soil & sediment; persistent; strong sorption
Shanghai,Chloramphenicol,S. aureus resistance,3.8,% resistant strains,5.84,0.6506849315068493,-0.6199689505490695,First,1,Eastern,2,Phenicols,Agriculture,Detected in aquaculture sediments and livestock soils
Shanghai,Clindamycin,S. aureus resistance,25.7,% resistant strains,30.148387096774194,0.8524502460945859,-0.2303124622840464,First,1,Eastern,2,Lincosamides,Clinical + Agriculture,Moderate persistence; used for Gram-positive infections
Shanghai,Ciprofloxacin,S. aureus resistance,33.2,% resistant strains,15.596774193548388,2.1286452947259566,1.0899355673695965,First,1,Eastern,2,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Shanghai,Erythromycin,S. aureus resistance,48.9,% resistant strains,56.50322580645161,0.8654373144553551,-0.2084987691135421,First,1,Eastern,2,Macrolides,Clinical,Higher in urban sludge; low agricultural use
Shanghai,Gentamicin,S. aureus resistance,13.4,% resistant strains,8.458064516129033,1.5842868039664377,0.663833530622893,First,1,Eastern,2,Aminoglycosides,Clinical,Moderate persistence; found in sludge & hospital effluents
Shanghai,Levofloxacin,S. aureus resistance,29.7,% resistant strains,15.048387096774194,1.9736334405144693,0.9808540654485198,First,1,Eastern,2,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Shanghai,Penicillin G,S. aureus resistance,87.8,% resistant strains,90.80645161290323,0.9668916518650088,-0.048573861932720994,First,1,Eastern,2,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Shanghai,Rifampicin,S. aureus resistance,0.8,% resistant strains,1.4645161290322581,0.5462555066079295,-0.8723521769040397,First,1,Eastern,2,Rifamycins,Clinical,Low environmental detection; specialized use
Shanghai,Tetracycline,S. aureus resistance,28.7,% resistant strains,18.9,1.5185185185185186,0.6026645024546152,First,1,Eastern,2,Tetracyclines,Agriculture,High in soil & sediment; persistent; strong sorption
Jiangsu,Chloramphenicol,S. aureus resistance,3.4,% resistant strains,5.84,0.5821917808219178,-0.7804336227423155,Second,2,Eastern,1,Phenicols,Agriculture,Detected in aquaculture sediments and livestock soils
Jiangsu,Clindamycin,S. aureus resistance,23.5,% resistant strains,30.148387096774194,0.7794778514872672,-0.3594200649129248,Second,2,Eastern,1,Lincosamides,Clinical + Agriculture,Moderate persistence; used for Gram-positive infections
Jiangsu,Ciprofloxacin,S. aureus resistance,28.8,% resistant strains,15.596774193548388,1.846535677352637,0.8848211374649839,Second,2,Eastern,1,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Jiangsu,Erythromycin,S. aureus resistance,54.7,% resistant strains,56.50322580645161,0.9680863210778717,-0.046792401273219146,Second,2,Eastern,1,Macrolides,Clinical,Higher in urban sludge; low agricultural use
Jiangsu,Gentamicin,S. aureus resistance,10.2,% resistant strains,8.458064516129033,1.2059496567505719,0.27016968213661596,Second,2,Eastern,1,Aminoglycosides,Clinical,Moderate persistence; found in sludge & hospital effluents
Jiangsu,Levofloxacin,S. aureus resistance,25.4,% resistant strains,15.048387096774194,1.687888531618435,0.75521963141992,Second,2,Eastern,1,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Jiangsu,Penicillin G,S. aureus resistance,91.3,% resistant strains,90.80645161290323,1.0054351687388987,0.00782005851614288,Second,2,Eastern,1,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Jiangsu,Rifampicin,S. aureus resistance,0.8,% resistant strains,1.4645161290322581,0.5462555066079295,-0.8723521769040397,Second,2,Eastern,1,Rifamycins,Clinical,Low environmental detection; specialized use
Jiangsu,Tetracycline,S. aureus resistance,20.7,% resistant strains,18.9,1.0952380952380953,0.13124453327825272,Second,2,Eastern,1,Tetracyclines,Agriculture,High in soil & sediment; persistent; strong sorption
Zhejiang,Chloramphenicol,S. aureus resistance,3.1,% resistant strains,5.84,0.5308219178082192,-0.9137001536057796,First,1,Eastern,5,Phenicols,Agriculture,Detected in aquaculture sediments and livestock soils
Zhejiang,Clindamycin,S. aureus resistance,18.2,% resistant strains,30.148387096774194,0.6036807190241814,-0.7281423712792283,First,1,Eastern,5,Lincosamides,Clinical + Agriculture,Moderate persistence; used for Gram-positive infections
Zhejiang,Ciprofloxacin,S. aureus resistance,17.1,% resistant strains,15.596774193548388,1.0963805584281283,0.13274865090856963,First,1,Eastern,5,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Zhejiang,Erythromycin,S. aureus resistance,48.3,% resistant strains,56.50322580645161,0.8548184517013017,-0.22631004523000267,First,1,Eastern,5,Macrolides,Clinical,Higher in urban sludge; low agricultural use
Zhejiang,Gentamicin,S. aureus resistance,4.8,% resistant strains,8.458064516129033,0.5675057208237986,-0.8172931591137232,First,1,Eastern,5,Aminoglycosides,Clinical,Moderate persistence; found in sludge & hospital effluents
Zhejiang,Levofloxacin,S. aureus resistance,16.6,% resistant strains,15.048387096774194,1.1031082529474814,0.14157437599467906,First,1,Eastern,5,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Zhejiang,Penicillin G,S. aureus resistance,88.5,% resistant strains,90.80645161290323,0.9746003552397868,-0.03711734649771931,First,1,Eastern,5,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Zhejiang,Rifampicin,S. aureus resistance,0.6,% resistant strains,1.4645161290322581,0.4096916299559471,-1.2873896761828838,First,1,Eastern,5,Rifamycins,Clinical,Low environmental detection; specialized use
Zhejiang,Tetracycline,S. aureus resistance,14.6,% resistant strains,18.9,0.7724867724867726,-0.3724178653410553,First,1,Eastern,5,Tetracyclines,Agriculture,High in soil & sediment; persistent; strong sorption
Fujian,Chloramphenicol,S. aureus resistance,5.5,% resistant strains,5.84,0.9417808219178082,-0.08653675046799529,Second,2,Eastern,3,Phenicols,Agriculture,Detected in aquaculture sediments and livestock soils
Fujian,Clindamycin,S. aureus resistance,22.6,% resistant strains,30.148387096774194,0.7496255082388188,-0.4157580490627366,Second,2,Eastern,3,Lincosamides,Clinical + Agriculture,Moderate persistence; used for Gram-positive infections
Fujian,Ciprofloxacin,S. aureus resistance,15,% resistant strains,15.596774193548388,0.9617373319544984,-0.05628517348144753,Second,2,Eastern,3,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Fujian,Erythromycin,S. aureus resistance,44.4,% resistant strains,56.50322580645161,0.7857958437999544,-0.34777355771566976,Second,2,Eastern,3,Macrolides,Clinical,Higher in urban sludge; low agricultural use
Fujian,Gentamicin,S. aureus resistance,9,% resistant strains,8.458064516129033,1.0640732265446222,0.0895974364947951,Second,2,Eastern,3,Aminoglycosides,Clinical,Moderate persistence; found in sludge & hospital effluents
Fujian,Levofloxacin,S. aureus resistance,14.6,% resistant strains,15.048387096774194,0.970203644158628,-0.04364049647222871,Second,2,Eastern,3,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Fujian,Penicillin G,S. aureus resistance,88.2,% resistant strains,90.80645161290323,0.9712966252220249,-0.04201614591055849,Second,2,Eastern,3,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Fujian,Rifampicin,S. aureus resistance,1.8,% resistant strains,1.4645161290322581,1.2290748898678414,0.2975728245382726,Second,2,Eastern,3,Rifamycins,Clinical,Low environmental detection; specialized use
Fujian,Tetracycline,S. aureus resistance,24.1,% resistant strains,18.9,1.2751322751322753,0.3506469120088892,Second,2,Eastern,3,Tetracyclines,Agriculture,High in soil & sediment; persistent; strong sorption
Jiangxi,Chloramphenicol,S. aureus resistance,3.5,% resistant strains,5.84,0.5993150684931507,-0.7386134470476883,Fourth,6,Central,12,Phenicols,Agriculture,Detected in aquaculture sediments and livestock soils
Jiangxi,Clindamycin,S. aureus resistance,22.1,% resistant strains,30.148387096774194,0.7330408731007918,-0.4480344520864928,Fourth,6,Central,12,Lincosamides,Clinical + Agriculture,Moderate persistence; used for Gram-positive infections
Jiangxi,Ciprofloxacin,S. aureus resistance,13.6,% resistant strains,15.596774193548388,0.8719751809720785,-0.1976410227269891,Fourth,6,Central,12,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Jiangxi,Erythromycin,S. aureus resistance,41.7,% resistant strains,56.50322580645161,0.738010961406714,-0.438285850621112,Fourth,6,Central,12,Macrolides,Clinical,Higher in urban sludge; low agricultural use
Jiangxi,Gentamicin,S. aureus resistance,6.2,% resistant strains,8.458064516129033,0.7330282227307399,-0.4480593494480042,Fourth,6,Central,12,Aminoglycosides,Clinical,Moderate persistence; found in sludge & hospital effluents
Jiangxi,Levofloxacin,S. aureus resistance,12.4,% resistant strains,15.048387096774194,0.8240085744908896,-0.2792687449653707,Fourth,6,Central,12,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Jiangxi,Penicillin G,S. aureus resistance,91.8,% resistant strains,90.80645161290323,1.0109413854351685,0.0156993519457286,Fourth,6,Central,12,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Jiangxi,Rifampicin,S. aureus resistance,1.5,% resistant strains,1.4645161290322581,1.0242290748898677,0.03453841870447855,Fourth,6,Central,12,Rifamycins,Clinical,Low environmental detection; specialized use
Jiangxi,Tetracycline,S. aureus resistance,17.1,% resistant strains,18.9,0.9047619047619049,-0.14438990933517462,Fourth,6,Central,12,Tetracyclines,Agriculture,High in soil & sediment; persistent; strong sorption
Shandong,Chloramphenicol,S. aureus resistance,4.5,% resistant strains,5.84,0.7705479452054794,-0.37604336766298024,Second,2,Eastern,6,Phenicols,Agriculture,Detected in aquaculture sediments and livestock soils
Shandong,Clindamycin,S. aureus resistance,30.1,% resistant strains,30.148387096774194,0.9983950353092232,-0.0023173347182222936,Second,2,Eastern,6,Lincosamides,Clinical + Agriculture,Moderate persistence; used for Gram-positive infections
Shandong,Ciprofloxacin,S. aureus resistance,14.3,% resistant strains,15.596774193548388,0.9168562564632885,-0.12523252719893896,Second,2,Eastern,6,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Shandong,Erythromycin,S. aureus resistance,67.6,% resistant strains,56.50322580645161,1.1963918702900205,0.2586900122164084,Second,2,Eastern,6,Macrolides,Clinical,Higher in urban sludge; low agricultural use
Shandong,Gentamicin,S. aureus resistance,7.8,% resistant strains,8.458064516129033,0.9221967963386727,-0.11685344097263113,Second,2,Eastern,6,Aminoglycosides,Clinical,Moderate persistence; found in sludge & hospital effluents
Shandong,Levofloxacin,S. aureus resistance,13.9,% resistant strains,15.048387096774194,0.9236870310825295,-0.11452398262873843,Second,2,Eastern,6,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
