province,Penicillin G__S. aureus resistance,Erythromycin__S. aureus resistance,Clindamycin__S. aureus resistance,Ciprofloxacin__S. aureus resistance,Tetracycline__S. aureus resistance,Levofloxacin__S. aureus resistance,Gentamicin__S. aureus resistance,Chloramphenicol__S. aureus resistance,Rifampicin__S. aureus resistance,Amoxicillin__E. coli resistance,Ampicillin__E. coli resistance,Cefazolin__E. coli resistance,Cefotaxime__E. coli resistance,Ceftriaxone__E. coli resistance,Chloramphenicol__E. coli resistance,Ciprofloxacin__E. coli resistance,Gentamicin__E. coli resistance,Levofloxacin__E. coli resistance,Ampicillin__K. pneumoniae resistance,Cefazolin__K. pneumoniae resistance,Cefotaxime__K. pneumoniae resistance,Chloramphenicol__K. pneumoniae resistance,Ceftriaxone__K. pneumoniae resistance,Amoxicillin__K. pneumoniae resistance,Ciprofloxacin__K. pneumoniae resistance,Gentamicin__K. pneumoniae resistance,Levofloxacin__K. pneumoniae resistance,Ampicillin__A. baumannii resistance,Cefotaxime__A. baumannii resistance,Ceftriaxone__A. baumannii resistance,Ciprofloxacin__A. baumannii resistance,Gentamicin__A. baumannii resistance,Levofloxacin__A. baumannii resistance,Minocycline__A. baumannii resistance,Ciprofloxacin__P. aeruginosa resistance,Gentamicin__P. aeruginosa resistance,Levofloxacin__P. aeruginosa resistance,Ciprofloxacin__municipal sludge concentration,Erythromycin__municipal sludge concentration,Tetracycline__municipal sludge concentration,Ciprofloxacin__sediments concentration,Erythromycin__sediments concentration,Tetracycline__sediments concentration,Chloramphenicol__sediments concentration,Ciprofloxacin__soil concentration,Erythromycin__soil concentration,Tetracycline__soil concentration
Jiangsu,1.2201615161002812,0.7962696240510466,0.0971875799201341,0.26547017536868966,-0.007788275694230786,0.1615207777785027,-0.593412616667989,-1.5024592460167228,-2.6997122150086996,-0.4798855622729344,1.136297404772072,0.9170951988144874,0.7399374866499896,0.7334348999365109,0.0971875799201341,0.8215940998550099,0.3781127295182536,0.7947555341484976,1.1716387152040475,0.4727815632583364,0.23622862010684717,-0.023934151889152575,0.30474635690149515,-0.10076300258162436,0.008048569465753611,-0.04456988222679181,-0.057202950527889,0.8851124774595812,0.9714774022676983,0.8672580939453218,0.8810262968056323,0.736692580919425,0.7511954820947623,-0.5309338998304802,-0.39909462031155196,-0.8048467201650423,-0.26333647359107426,1.1442825080037269,-1.0053489747618454,0.8361366516952741,-1.289118575084299,-2.8221087119767048,-1.9420448576216003,0,-1.036628537641126,0,-0.480593086814432
Zhejiang,1.1943879116516312,0.6933082548872403,-0.1142910952002366,-0.16587691241348868,-0.29666110744025503,-0.19043212382411875,-1.2171210198200049,-1.578893540601806,-2.937754717339887,-0.6787924027117774,1.1159908666322857,0.8097731859468079,0.5697440082294012,0.6689697384892052,0.15497963777901308,0.6864271349744838,0.2797123497050688,0.6365871316894696,1.1735585534222948,0.10419990918369126,-0.24716429950802693,0.008048569465753611,0.082982082514719,-0.39909462031155196,-0.10975711179649751,-0.3927050140366624,-0.35537011433680155,0.7001326226495043,0.3954811312241059,0.7219309424326776,0.5952060141426927,0.6104942070259265,0.3680217520057381,-0.6878356610401972,-0.5086693305793291,-1.1833428645010622,-0.4120237880614581,0,0,0,-1.870219813543351,-4.420345912528582,-1.9090743645442996,-4.420345912528582,-2.080885536345963,-4.604986021942439,-2.274576121713643
Fujian,1.1915782318692572,0.6236435173532519,0.0648752352606317,-0.27429623515232815,0.11804876635908648,-0.29666110744025503,-0.6969788468973738,-1.104478465670441,-2.028708087991153,-0.6609970953336844,1.1066877716238015,0.8945691506858667,0.6493313864864161,0.6547336901214795,0.22725077542333813,0.6984318000550487,0.33961974719287064,0.6565266483546793,1.1502211691475726,0.42443276906184796,0.4220584492092974,0.3210245848459064,0.2937135281053611,0.019730409151253025,0.05381783373220244,-0.14674427041081775,-0.007788275694230786,0.5226822586057422,0.7268808070492383,0.6028854186913225,0.7268808070492383,0.5577227328588482,0.6672035694069868,-0.20046194239497053,-0.5086693305793291,-0.9289146801767622,-0.4251581892472436,2.2396231547742182,0,3.2252077431908655,-0.5893663988210729,-3.5429254219389033,-0.8207088653479875,-2.43620770676422,1.2871593588669874,0,0.8461664702661255
Jiangxi,1.2246806420294791,0.5717306836156205,0.04636327970149603,-0.35537011433680155,-0.16587691241348868,-0.4318044089218845,-1.0053489747618454,-1.4784735115045968,-2.179570042086068,-0.32549503182491124,1.1393008559856903,0.8560761683604843,0.6123855219084787,0.6654336224201105,0.21512675044857943,0.6292155916141341,0.2683382888152145,0.585505435269581,1.238978188260071,0.38560101502206406,0.04261066600948015,0.06120582835644485,0.21206778245136026,-0.10076300258162436,0.027427673037502275,-0.367628855601039,-0.10076300258162436,0.7495965445907158,0.7318012372126232,0.7035238155145115,0.8245231291112483,0.6104942070259265,0.7152847227580367,-0.5309338998304802,-0.5853398706766142,-1.0463879587908818,-0.5384905724495719,0,0,0,-0.512338737483516,-1.8080862270136058,-2.6495483776966444,0,0,0,-2.8221087119767048
Shandong,1.2345366859112468,0.9714774022676983,0.30200191026991924,-0.31384061520604106,-0.5013789759222617,-0.3373159457331132,-0.8153876257817078,-1.2705234127373344,-2.6997122150086996,-0.2687982089384652,1.1422934447842163,0.8999248321718947,0.6898748478827755,0.6915933321990473,0.20591571023892138,0.800795341263299,0.45011028478254766,0.7654485600700919,1.2036851993624738,0.2881414538444784,0.1076839139134827,0.011960869429620236,0.15497963777901308,-0.2687982089384652,-0.09186560609232221,-0.2365558221383643,-0.20552281383422227,0.6365871316894696,0.6915933321990473,0.7252341400364122,0.7947555341484976,0.7052142142655689,0.7152847227580367,-0.4728433929509209,-0.5615836964103406,-1.0463879587908818,-0.43850444472615746,1.1442825080037269,-1.0053489747618454,0.8361366516952741,-2.5402755738085245,-1.8972252374679863,-2.5068387053168024,-1.6431480559798763,1.3311050785580312,-7.321846897047327,0.2797123497050688
Henan,1.2504157427341425,0.9956030150492577,0.6180336660292969,-0.4658606519264781,-0.17073000492294355,-0.3614767833886005,-0.6015648983830624,-1.0463879587908818,-2.126167649168739,-0.20552281383422227,1.1735585534222948,0.9775750709888212,0.7779150844050718,0.7638769548476483,0.12488723421508788,0.8390147412086505,0.47946356377667787,0.8022984295982672,1.2582424422940142,0.5163416153120713,0.4220584492092974,0.09011531549179178,0.4220584492092974,0.1903323890076875,0.24511009965967842,0.05009895151329106,0.17765091625480187,0.9566570078558024,1.0813556942498153,0.9453648703507876,1.0097478022377733,0.9554099090502298,0.9339164954009022,-0.3863643707429915,-0.4658606519264781,-0.8931918708467199,-0.3493081831888745,0,0,0,-1.308141249660286,0,-0.02802033254310199,0,-1.036628537641126,0,-0.480593086814432
Hubei,1.227380317836569,0.7732621204991703,0.2625920858553137,-0.23130215432508172,-0.31384061520604106,-0.3080743904712707,-0.7740065082349309,-1.2171210198200049,-2.179570042086068,-0.5461168928024586,1.1600251926200218,0.8796597400939199,0.6881527871137351,0.6724908072103695,-0.015821832981112532,0.7383166244257903,0.29648555716648034,0.5475698459601333,1.2728272141970918,0.2625920858553137,0.19660097884347824,1.6803465340462428e-4,0.19660097884347824,-0.16587691241348868,0.06120582835644485,-0.17073000492294355,-0.07003188814008333,0.7701455446834387,0.7383166244257903,0.8796597400939199,0.8851124774595812,0.8127442839356223,0.7670171859443563,-0.4941522932979196,-0.7442745707629042,-1.0749235417622225,-0.5853398706766142,0,0,0,-2.4826189303842603,-1.8645458491332367,-2.0127732095509323,0,0.07216558991769871,-0.9536165115755258,0.17669192456831959
Hunan,1.2210673179431903,0.6236435173532519,0.008048569465753611,-0.5234456143266697,0.04636327970149603,-0.4452591753052709,-1.0188037411452315,-1.1351282622503012,-2.2366581867584157,-0.5538141566887074,1.1200922376109734,0.82305991051445,0.6475227521032295,0.6511360761895183,0.1615207777785027,0.6255050477241393,0.26547017536868966,0.5455242332968588,1.2192547215976204,0.3183336884878353,0.11460822127377424,0.11804876635908648,0.21206778245136026,-0.20552281383422227,0.023587991433493438,-0.16105211798036456,-0.13734132944214794,0.7318012372126232,0.5372908330188196,0.7717052999065859,0.8303502651715176,0.6511360761895183,0.6967274742189951,-0.3927050140366624,-0.8589476778354427,-1.0605327459793974,-0.7155740092443382,1.4463374623675533,-0.8702056732802158,1.9846660794757816,-1.7736041585081317,-2.937754717339887,-0.5422949465115615,0,0,0,0
Guangdong,1.1725991911109233,0.5352196181679825,0.07939227254204118,-0.20552281383422227,0.2509785632712875,-0.19043212382411875,-0.6265150268282104,-1.0463879587908818,-1.8258815343916988,-0.5853398706766142,1.1159908666322857,0.8864700657885086,0.6724908072103695,0.6511360761895183,0.4431859774222557,0.6009722388774631,0.3156340126807453,0.5776622495240584,1.2504157427341425,0.5776622495240584,0.5352196181679825,0.41728927231280105,0.3317015058982138,-0.12804404173130576,0.24511009965967842,0.0648752352606317,0.035053993390388914,0.6777444750236521,0.901258353654503,0.6493313864864161,0.7591441493753714,0.7219309424326776,0.6636598813317526,-0.4869881801394368,-0.7639766896640795,-0.9411734214409998,-0.5773451234505204,2.847474429065669,1.0293811703682008,4.543166085616526,0.35135682201078733,-1.7086728280902617,-1.0401008461393688,-0.7370055644178873,-0.2525199809940544,-1.5024592460167228,-0.23130215432508172
Guangxi,1.2128791817389495,0.5557020971761475,0.20591571023892138,-0.5234456143266697,0.32638026633193384,-0.6435764539800441,-1.0749235417622225,-0.8931918708467199,-1.552623083328778,-0.20046194239497053,1.125190527928918,0.860287118419942,0.652936838382002,0.6384198011005925,0.45240557030666856,0.616155231849441,0.3806163619906908,0.5932749749912138,1.2246806420294791,0.3954811312241059,0.37308262344499027,0.35523247266002644,0.18401594687811001,-0.057202950527889,0.011960869429620236,-0.07435278516961566,-0.13267962752967902,0.7901965699939042,0.8782909227414559,0.7001326226495043,0.8112600684688566,0.7992895175522363,0.71026478885254,-0.19543183632170724,-0.8589476778354427,-1.1833428645010622,-0.6265150268282104,0,0,0,-0.7231306818634297,-2.2948024258955906,-0.6716282895532946,-0.7590070056508579,-1.1242712193163118,0,-0.028225172227491498
Hainan,1.199978810630715,0.5184605662801992,-0.052970460988249514,-0.6435764539800441,0.4478086145894977,-0.6435764539800441,-1.308141249660286,-1.0188037411452315,-1.634077311819358,-0.31384061520604106,1.1025192494531293,0.7840786130961902,0.6475227521032295,0.5971325572734538,0.43620323639781283,0.6829649964471667,0.3237067586721196,0.6384198011005925,1.2812879208444072,0.12488723421508788,0.37308262344499027,0.1076839139134827,0.21817445150315926,-0.08306286455217472,-0.17073000492294355,-0.4798855622729344,-0.2910129633194373,0.6199078455414564,0.7886713162885398,0.37308262344499027,0.6829649964471667,0.6028854186913225,0.6028854186913225,-0.6878356610401972,-0.7841593951336459,-1.200059592668171,-0.6435764539800441,0,0,0,-2.0105216438055566,-2.2667505903223404,-0.665410171932283,-2.100705643255447,-0.007788275694230786,-3.8468013466886206,1.14923434744341
Chongqing,1.2309662385121551,0.762302358937916,0.21512675044857943,-0.3927050140366624,-0.20046194239497053,-0.38007194573556524,-0.8260645468340152,-1.36798297391492,-2.2979788209704024,-0.2798310377345997,1.151206815364019,0.831800659759995,0.6933082548872403,0.6984318000550487,0.0971875799201341,0.6777444750236521,0.33434934784047876,0.6420730074800483,1.211048539618653,0.1808395518032984,-0.13267962752967902,-0.019868050828028117,-0.011795304836653395,-0.3080743904712707,-0.27429623515232815,-0.39909462031155196,-0.4251581892472436,0.8082836267671099,0.7701455446834387,0.8672580939453218,0.8433131919186279,0.718614505524615,0.6794883110766021,-0.6015648983830624,-0.847840800992289,-1.3276115574096816,-0.7250306824706242,1.1442825080037269,-0.7307570022163163,0.8361366516952741,-1.13201168643457,0.9826022314780549,-0.4048877588000325,0,0,0,0.36509767310502506
Sichuan,1.238978188260071,0.8157047518552458,0.33961974719287064,-0.3373159457331132,-0.0786963641772167,-0.3373159457331132,-0.7345966838203254,-1.289118575084299,-2.5150721055948413,-0.3080743904712707,1.153174592512257,0.8851124774595812,0.7252341400364122,0.7268808070492383,0.14506993968465423,0.6881527871137351,0.34224241151487905,0.6547336901214795,1.1442825080037269,0.19660097884347824,0.16801061419110405,-0.0786963641772167,0.12828539053468987,-0.12343428105741314,-0.14674427041081775,-0.2365558221383643,-0.22608163290156713,0.6142725236404637,0.7399374866499896,0.6864271349744838,0.6950196306800622,0.5815931353057144,0.5597384461598597,-0.3080743904712707,-0.8589476778354427,-1.4551635221511923,-0.6878356610401972,0,0,0,0,0,0,0,-1.036628537641126,0,-0.480593086814432
Guizhou,1.246913304061991,0.7415551800310648,0.34746293293839364,-0.8931918708467199,0.13839692044722285,-0.8589476778354427,-1.2705234127373344,-0.9168349050429648,-2.5150721055948413,-0.4520695009998593,1.1561175116815563,0.8686452692926142,0.6565266483546793,0.7268808070492383,0.0648752352606317,0.6457101557576596,0.40766765342647215,0.6142725236404637,1.146266801282882,0.21512675044857943,-0.015821832981112532,-0.19043212382411875,0.04261066600948015,-0.2687982089384652,-0.35537011433680155,-0.2854031119954819,-0.4185649280609477,0.7252341400364122,0.4431859774222557,0.6777444750236521,0.6777444750236521,0.6759969561040752,0.45240557030666856,-0.5461168928024586,-0.9049289456646363,-1.2705234127373344,-0.7639766896640795,1.1474056189069144,-0.7570274594893442,1.4480595231365943,0.5516459620889578,-2.6495483776966444,1.3213386047904223,2.122814245762507,0,0,0
Yunnan,1.2416316910178906,0.8112600684688566,0.34746293293839364,-0.29666110744025503,0.38560101502206406,-0.38007194573556524,-0.7442745707629042,-0.4869881801394368,-2.2366581867584157,-0.6787924027117774,1.1764299845312833,0.9197054530323215,0.6547336901214795,0.6724908072103695,0.16801061419110405,0.6365871316894696,0.4028145609170173,0.616155231849441,1.2694185589096756,0.22423638265108625,-0.015821832981112532,0.1582566713726625,0.05752007660142706,-0.26333647359107426,1.6803465340462428e-4,-0.12343428105741314,-0.16105211798036456,0.6292155916141341,0.7591441493753714,0.6707321457600949,0.7202743855212956,0.5893993243419747,0.5414177737476948,-0.24184305994174699,-0.6878356610401972,-0.6969788468973738,-0.4941522932979196,0,0,0,0,0,0,0,-1.5024592460167228,0,-2.446298684276736
Tibet,1.2573764559241636,0.7447811096565129,0.4148943360508146,-0.4318044089218845,-0.048759510928791786,-0.43850444472615746,-0.966249579876623,0,-2.43620770676422,-1.0605327459793974,1.13830091640676,1.0962268244457032,0.6066985586231554,0.7654485600700919,-0.6265150268282104,0.4003772987694047,0.17765091625480187,0.43151512243558293,1.1783387510083205,0.7447811096565129,0.6438935800535822,-1.1833428645010622,0.5455242332968588,-0.669846911253072,-0.7639766896640795,-0.6969788468973738,-0.7062241933696398,0.6066985586231554,0.6618823298407073,0.8959113243797682,0.7479945113683693,0.3905558196527794,0.24511009965967842,-1.7736041585081317,-1.4104256052709958,-2.6997122150086996,-1.0463879587908818,0,0,0,0,0,0,0,0,0,0
Shaanxi,1.2433959771892125,0.9402962486771331,0.43151512243558293,-0.39909462031155196,-0.3023480707255788,-0.39909462031155196,-0.7944384080749596,-1.0605327459793974,-2.364210151499926,-0.40553395164885675,1.1609992361708357,0.976359126756978,0.7763670018190547,0.7399374866499896,-0.15625529352715972,0.8215940998550099,0.41008356726203427,0.7701455446834387,1.2336455173804455,0.25389726083320174,0.18401594687811001,1.6803465340462428e-4,0.16477205858582988,-0.16587691241348868,-0.03212679209226598,-0.2365558221383643,-0.19043212382411875,0.7810025876174285,0.8504280242396661,0.9554099090502298,0.831800659759995,0.7794602760788822,0.6950196306800622,-0.6969788468973738,-0.6609970953336844,-1.104478465670441,-0.5309338998304802,0,0,0,-0.6787924027117774,0.31428086454457327,0.01391010449091446,-1.3846997020820289,0,0,0
Gansu,1.2416316910178906,1.0074070654551237,0.6583157299184054,-0.35537011433680155,-0.019868050828028117,-0.4318044089218845,-0.4941522932979196,-1.1351282622503012,-2.028708087991153,-0.3493081831888745,1.1906395478197902,0.9326346207822273,0.6217777896160811,0.7399374866499896,0.038840956068517944,0.7779150844050718,0.46604516322276845,0.736692580919425,1.2147057827033771,0.023587991433493438,-0.5538141566887074,-0.21573837446149338,-0.2910129633194373,-0.4120237880614581,-0.7345966838203254,-0.847840800992289,-0.7250306824706242,0.6402484204102686,0.8052964397651629,0.6601009515404848,0.83757694779586,0.5536765150119327,0.6547336901214795,-1.0053489747618454,-0.8153876257817078,-0.7639766896640795,-0.7250306824706242,0.06120582835644485,0,0,0,0,0,0,0,0,0
Qinghai,1.242514304329166,0.8972513245120803,0.528974683613169,-0.9289146801767622,-0.007788275694230786,-0.8368810394310351,-0.9411734214409998,-1.1833428645010622,-2.6022526538311133,-0.8589476778354427,1.161972134461479,0.8727928965275931,0.3578061913784674,0.718614505524615,-0.10524783687181681,0.7495965445907158,0.475014897679904,0.7479945113683693,1.131267298698809,-0.7250306824706242,-1.4551635221511923,-0.5538141566887074,-0.4658606519264781,-1.0053489747618454,-0.8702056732802158,-1.032480910406147,-1.0188037411452315,0.031249619328399293,-0.22608163290156713,0.023587991433493438,0.24511009965967842,-0.3313843798246757,0.10070117288903943,0.035053993390388914,-1.200059592668171,-1.2705234127373344,-0.9790785174888174,1.1442825080037269,-1.0053489747618454,0.8361366516952741,0,-2.623201871537862,0,0,0,0,0
Ningxia,1.2219721292972816,0.8288973237958,0.4705421846225763,-0.5538141566887074,-0.3738270111807513,-0.6787924027117774,-0.966249579876623,-0.5309338998304802,-2.2366581867584157,-0.7540669915697209,1.1393008559856903,0.8560761683604843,0.6028854186913225,0.652936838382002,0.004117683684097668,0.7840786130961902,0.42916106707579943,0.7301643427107168,1.0993790183564218,-0.21573837446149338,-0.9168349050429648,-0.6522409300171773,-0.6097982986611016,-1.252336968551738,-1.1351282622503012,-1.200059592668171,-1.3276115574096816,-0.19043212382411875,-0.5234456143266697,-0.061457201034823744,0.47946356377667787,-0.11885005935482956,0.30200191026991924,-0.09630234541311151,-1.200059592668171,-1.6060254762461077,-1.0463879587908818,0,0,0,0,0,0,0,0,0,0
